hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Martha's Vineyard Hospital,2026-03-27,3.0.0,Martha's Vineyard Hospital,1 Hospital Rd Oak Bluffs MA 02557-1477,2042,1194866210,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-75000417","CDM","45378","CPT","0750","RC","","","","outpatient","","","3711.00","2783.25","MEDICARE [2001]","HB MVH MEDICARE","1855.50","50","","1461.67","201.32","3982.37","56","1855.5","2615.51","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-75000417","CDM","45378","CPT","0750","RC","","","","outpatient","","","3711.00","2783.25","MGB HEALTH PLAN [150001]","HB MVH MEDICARE","1855.50","50","","176.15","176.15","176.15","1 through 10","1855.5","2615.51","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-75000417","CDM","45378","CPT","0750","RC","","","","outpatient","","","3711.00","2783.25","UNITED HEALTHCARE [1016]","HB MVH MEDICARE","1855.50","50","","1624.05","1624.05","1624.05","1 through 10","1855.5","2615.51","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","both","","","1263.00","947.25","AETNA [1001]","HB MVH AETNA","1091.23","86.4","","3024.84","209.03","3024.84","1 through 10","745.17","1177.12","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","both","","","1263.00","947.25","CIGNA [1006]","HB MVH CIGNA HMO / PPO","1177.12","93.2","","3309.32","1087.80","3309.32","1 through 10","745.17","1177.12","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","both","","","1263.00","947.25","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","993.98","78.7","","2904.57","494.05","2904.57","14","745.17","1177.12","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","both","","","1263.00","947.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","876.52","69.4","","2560.31","870.98","2560.31","1 through 10","745.17","1177.12","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","both","","","1263.00","947.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","920.73","72.9","","2287.70","457.54","2689.95","1 through 10","745.17","1177.12","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","inpatient","","","1263.00","947.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","858.71","67.99","","448.29","258.08","448.29","1 through 10","567.09","858.71","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","outpatient","","","1263.00","947.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","890.16","70.48","","2510.98","896.58","2615.77","1 through 10","191.62","890.16","percent of total billed charges",""
"Colonoscopy Flx Dx W/Collj Spec When Pfrmd","PX-98301072","CDM","45378","CPT","0983","RC","","","","outpatient","","","1263.00","947.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","890.16","70.48","","2510.98","448.29","2615.77","16","191.62","890.16","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","both","","","2597.00","1947.75","AETNA [1001]","HB MVH AETNA","2243.81","86.4","","249.97","249.97","249.97","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","both","","","2597.00","1947.75","CIGNA [1006]","HB MVH CIGNA HMO / PPO","2420.40","93.2","","2020.20","195.45","3437.98","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","both","","","2597.00","1947.75","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","2043.84","78.7","","2032.63","1835.02","2032.63","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","both","","","2597.00","1947.75","HARVARD PILGRIM ALTERNATE [120002]","HB MVH HPHC HMO / POS / PPO","2043.84","78.7","","2032.63","1835.02","2032.63","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","both","","","2597.00","1947.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","1893.21","72.9","","1699.43","1530.60","1882.44","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","1830.37","70.48","","1757.20","301.09","1830.53","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","1830.37","70.48","","1665.07","301.09","1830.53","16","1298.5","1830.37","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","MEDICARE [2001]","HB MVH MEDICARE","1298.50","50","","1100.90","223.99","1131.19","21","1298.5","1830.37","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-75000195","CDM","45380","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","UNITED HEALTHCARE [1016]","HB MVH MEDICARE","1298.50","50","","2273.04","2273.04","2273.04","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","both","","","2345.00","1758.75","AETNA [1001]","HB MVH AETNA","2026.08","86.4","","249.97","249.97","249.97","1 through 10","1383.55","2185.54","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","both","","","2345.00","1758.75","CIGNA [1006]","HB MVH CIGNA HMO / PPO","2185.54","93.2","","2020.20","195.45","3437.98","1 through 10","1383.55","2185.54","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","both","","","2345.00","1758.75","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","1845.52","78.7","","2032.63","1835.02","2032.63","1 through 10","1383.55","2185.54","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","both","","","2345.00","1758.75","HARVARD PILGRIM ALTERNATE [120002]","HB MVH HPHC HMO / POS / PPO","1845.52","78.7","","2032.63","1835.02","2032.63","1 through 10","1383.55","2185.54","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","both","","","2345.00","1758.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","1709.51","72.9","","1699.43","1530.60","1882.44","1 through 10","1383.55","2185.54","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","outpatient","","","2345.00","1758.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","1652.76","70.48","","1757.20","301.09","1830.53","1 through 10","208.31","1652.76","percent of total billed charges",""
"Colonoscopy W/Biopsy Single/Multiple","PX-98301073","CDM","45380","CPT","0983","RC","","","","outpatient","","","2345.00","1758.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","1652.76","70.48","","1665.07","301.09","1830.53","16","208.31","1652.76","percent of total billed charges",""
"Colposcopy Cervix/Vagina","PX-76001362","CDM","57452","CPT","0761","RC","","","","both","","","669.00","501.75","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","526.50","78.7","","523.48","523.48","523.48","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy Cervix/Vagina","PX-76001362","CDM","57452","CPT","0761","RC","","","","both","","","669.00","501.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","464.29","69.4","","461.44","278.71","461.44","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy Cervix/Vagina","PX-76001362","CDM","57452","CPT","0761","RC","","","","outpatient","","","669.00","501.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","471.51","70.48","","452.55","286.90","452.55","1 through 10","255.84","608.79","percent of total billed charges",""
"Colposcopy Entire Vagina","PX-76001360","CDM","57420","CPT","0761","RC","","","","outpatient","","","669.00","501.75","MEDICARE [2001]","HB MVH MEDICARE","334.50","50","","1030.00","1030.00","1030.00","1 through 10","334.5","608.79","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","both","","","682.00","511.50","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","536.73","78.7","","533.97","467.83","533.97","1 through 10","402.38","635.62","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","both","","","682.00","511.50","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","497.18","72.9","","494.51","433.26","494.51","1 through 10","402.38","635.62","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","outpatient","","","682.00","511.50","AETNA [1001]","HB MVH AETNA","589.25","86.4","","137.99","137.99","137.99","1 through 10","386.85","589.25","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","outpatient","","","682.00","511.50","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","480.67","70.48","","480.88","155.50","480.88","1 through 10","386.85","589.25","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","outpatient","","","682.00","511.50","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","480.67","70.48","","461.61","424.50","480.88","1 through 10","386.85","589.25","percent of total billed charges",""
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","outpatient","","","682.00","511.50","MEDICARE [2001]","HB MVH MEDICARE","386.85","","APC Price ($386.85). If the procedure is the highest rate for the service date, then the payment is multiplied by ( 1 plus (0.5 times the quantity minus 1 )) divided by the quantity. Otherwise the payment is multiplied by 0.5. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1242.00","1242.00","1242.00","1 through 10","386.85","589.25","other","OPPS APC"
"Colposcopy W/Bx Cervix & Curettage","PX-76001363","CDM","57454","CPT","0761","RC","","","","outpatient","","","682.00","511.50","MGB HEALTH PLAN [150001]","HB MVH MEDICARE","386.85","","APC Price ($386.85). If the procedure is the highest rate for the service date, then the payment is multiplied by ( 1 plus (0.5 times the quantity minus 1 )) divided by the quantity. Otherwise the payment is multiplied by 0.5. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","148.96","148.96","148.96","1 through 10","386.85","589.25","other","OPPS APC"
"Colposcopy W/Bx Elect Loop Cervix","PX-76001366","CDM","57460","CPT","0761","RC","","","","both","","","3638.00","2728.50","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","2863.11","78.7","","6610.09","3793.44","6610.09","1 through 10","2146.42","3390.62","percent of total billed charges",""
"Colposcopy W/Bx Elect Loop Cervix","PX-76001366","CDM","57460","CPT","0761","RC","","","","outpatient","","","3638.00","2728.50","AETNA [1001]","HB MVH AETNA","3143.23","86.4","","6658.23","164.30","6658.23","1 through 10","1819","3310.58","percent of total billed charges",""
"Colposcopy W/Bx Vulva","PX-76001340","CDM","56821","CPT","0761","RC","","","","outpatient","","","582.00","436.50","MEDICARE [2001]","HB MVH MEDICARE","291.00","50","","1089.00","1089.00","1089.00","1 through 10","291","529.62","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","both","","","669.00","501.75","CIGNA [1006]","HB MVH CIGNA HMO / PPO","623.51","93.2","","596.43","466.20","596.43","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","both","","","669.00","501.75","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","526.50","78.7","","523.48","423.47","523.48","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","both","","","669.00","501.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","487.70","72.9","","484.80","392.18","484.80","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","both","","","669.00","501.75","UNITED HEALTHCARE [1016]","HB MVH UNITED HMO / PPO / INDEMNITY","619.23","92.56","","589.23","465.78","589.23","1 through 10","394.71","623.51","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","outpatient","","","669.00","501.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","471.51","70.48","","452.55","384.25","452.55","1 through 10","386.85","578.02","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","outpatient","","","669.00","501.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","471.51","70.48","","452.55","116.83","471.43","14","386.85","578.02","percent of total billed charges",""
"Colposcopy W/Endocervical Curettage","PX-76001365","CDM","57456","CPT","0761","RC","","","","outpatient","","","669.00","501.75","MEDICARE [2001]","HB MVH MEDICARE","386.85","","APC Price ($386.85). If the procedure is the highest rate for the service date, then the payment is multiplied by ( 1 plus (0.5 times the quantity minus 1 )) divided by the quantity. Otherwise the payment is multiplied by 0.5. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1174.00","1174.00","1174.00","1 through 10","386.85","578.02","other","OPPS APC"
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","both","","","2597.00","1947.75","CIGNA [1006]","HB MVH CIGNA HMO / PPO","2420.40","93.2","","2315.88","588.75","2315.88","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","both","","","2597.00","1947.75","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","2043.84","78.7","","2032.63","1069.55","2032.63","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","both","","","2597.00","1947.75","HARVARD PILGRIM ALTERNATE [120002]","HB MVH HPHC HMO / POS / PPO","2043.84","78.7","","2032.63","1069.55","2032.63","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","both","","","2597.00","1947.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","1802.32","69.4","","942.79","457.47","1791.72","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","both","","","2597.00","1947.75","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","1893.21","72.9","","990.52","495.26","1882.44","1 through 10","1532.23","2420.4","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","inpatient","","","2597.00","1947.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","1765.70","67.99","","970.50","970.50","970.50","1 through 10","1166.05","1765.7","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","1830.37","70.48","","1830.53","485.25","1830.53","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","1830.37","70.48","","970.50","350.02","1830.53","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","MEDICARE [2001]","HB MVH MEDICARE","1298.50","50","","1158.01","276.01","1183.21","46","1298.5","1830.37","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","MGB HEALTH PLAN [150001]","HB MVH MEDICARE","1298.50","50","","241.51","241.51","241.51","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-75000418","CDM","45385","CPT","0750","RC","","","","outpatient","","","2597.00","1947.75","UNITED HEALTHCARE [1016]","HB MVH MEDICARE","1298.50","50","","1136.52","1136.52","1136.52","1 through 10","1298.5","1830.37","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","both","","","1367.00","1025.25","CIGNA [1006]","HB MVH CIGNA HMO / PPO","1274.04","93.2","","2315.88","588.75","2315.88","1 through 10","806.53","1274.04","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","both","","","1367.00","1025.25","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","1075.83","78.7","","2032.63","1069.55","2032.63","1 through 10","806.53","1274.04","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","both","","","1367.00","1025.25","HARVARD PILGRIM ALTERNATE [120002]","HB MVH HPHC HMO / POS / PPO","1075.83","78.7","","2032.63","1069.55","2032.63","1 through 10","806.53","1274.04","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","both","","","1367.00","1025.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","948.70","69.4","","942.79","457.47","1791.72","1 through 10","806.53","1274.04","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","both","","","1367.00","1025.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","996.54","72.9","","990.52","495.26","1882.44","1 through 10","806.53","1274.04","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","inpatient","","","1367.00","1025.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","929.42","67.99","","970.50","970.50","970.50","1 through 10","613.78","929.42","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","outpatient","","","1367.00","1025.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS HMO","963.46","70.48","","1830.53","485.25","1830.53","1 through 10","262.38","963.46","percent of total billed charges",""
"Colsc Flx W/Rmvl of Tumor Polyp Lesion Snare Tq","PX-98301076","CDM","45385","CPT","0983","RC","","","","outpatient","","","1367.00","1025.25","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","963.46","70.48","","970.50","350.02","1830.53","1 through 10","262.38","963.46","percent of total billed charges",""
"Colsc Flx With Directed Submucosal Njx Any Sbst","PX-98301074","CDM","45381","CPT","0983","RC","","","","both","","","1434.00","1075.50","CIGNA [1006]","HB MVH CIGNA HMO / PPO","1336.49","93.2","","2315.88","1235.21","2315.88","1 through 10","846.06","1336.49","percent of total billed charges",""
"Colsc Flx With Directed Submucosal Njx Any Sbst","PX-98301074","CDM","45381","CPT","0983","RC","","","","both","","","1434.00","1075.50","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","995.20","69.4","","1738.80","959.79","1738.80","1 through 10","846.06","1336.49","percent of total billed charges",""
"Colsc Flx With Directed Submucosal Njx Any Sbst","PX-98301074","CDM","45381","CPT","0983","RC","","","","both","","","1434.00","1075.50","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","1045.39","72.9","","419.54","419.54","419.54","1 through 10","846.06","1336.49","percent of total billed charges",""
"Colsc Flx With Directed Submucosal Njx Any Sbst","PX-98301074","CDM","45381","CPT","0983","RC","","","","outpatient","","","1434.00","1075.50","BLUE CROSS BLUE SHIELD [110001]","HB MVH BLUE CROSS PPO","1010.68","70.48","","1830.53","114.97","1830.53","1 through 10","208.31","1010.68","percent of total billed charges",""
"Compatibility Test Ea Unit Electron","PX-30000087","CDM","86923","CPT","0302","RC","","","","both","","","83.00","62.25","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","65.32","78.7","","65.34","65.33","65.34","1 through 10","48.97","77.36","percent of total billed charges",""
"Compatibility Test Ea Unit Electron","PX-30000087","CDM","86923","CPT","0302","RC","","","","both","","","83.00","62.25","UNITED HEALTHCARE [1016]","HB MVH UNITED HMO / PPO / INDEMNITY","76.82","92.56","","73.54","73.54","73.54","1 through 10","48.97","77.36","percent of total billed charges",""
"Compatibility Test Ea Unit Electron","PX-30000087","CDM","86923","CPT","0302","RC","","","","outpatient","","","83.00","62.25","HUMANA [1012]","HB MVH MEDICARE","217.93","","APC Price ($217.93). The procedure is conditionally packaged with other services, and it is only paid if it is the highest rate for the service date. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","79.38","79.38","79.38","1 through 10","58.5","217.93","other","OPPS APC"
"Compatibility Test Ea Unit Electron","PX-30000087","CDM","86923","CPT","0302","RC","","","","outpatient","","","83.00","62.25","MEDICARE [2001]","HB MVH MEDICARE","217.93","","APC Price ($217.93). The procedure is conditionally packaged with other services, and it is only paid if it is the highest rate for the service date. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","28.35","28.35","85.05","79","58.5","217.93","other","OPPS APC"
"Complement Antigen Ea Component","PX-30000798","CDM","86160","CPT","0302","RC","","","","both","","","183.00","137.25","AETNA [1001]","HB MVH AETNA","158.11","86.4","","299.04","149.52","299.04","1 through 10","107.97","170.56","percent of total billed charges",""
"Complement Antigen Ea Component","PX-30000798","CDM","86160","CPT","0302","RC","","","","both","","","183.00","137.25","HARVARD PILGRIM [120001]","HB MVH HPHC HMO / POS / PPO","144.02","78.7","","143.58","143.58","143.58","1 through 10","107.97","170.56","percent of total billed charges",""
"Complement Antigen Ea Component","PX-30000798","CDM","86160","CPT","0302","RC","","","","both","","","183.00","137.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL HMO","127.00","69.4","","126.56","122.82","126.56","1 through 10","107.97","170.56","percent of total billed charges",""
"Complement Antigen Ea Component","PX-30000798","CDM","86160","CPT","0302","RC","","","","both","","","183.00","137.25","MGB HEALTH PLAN [150001]","HB MVH MGBHP COMMERCIAL PPO","133.41","72.9","","132.97","129.05","132.97","1 through 10","107.97","170.56","percent of total billed charges",""
