hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Nantucket Cottage Hospital,2026-03-27,3.0.0,Nantucket Cottage Hospital,57 Prospect St Nantucket MA 02554-2799,2044,1447214622,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"CT Abdomen W/Contrast","PX-35000072","CDM","74160","CPT","0352","RC","","","","outpatient","","","3161.00","2370.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2995.87","2875.91","2995.87","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"CT Angio Hrt W/3d Image","PX-35000082","CDM","75574","CPT","0352","RC","","","","both","","","4268.00","3201.00","CIGNA [1006]","HB NCH CIGNA HMO / PPO","4063.14","95.2","","3870.56","3870.56","3870.56","1 through 10","454.18","4063.14","percent of total billed charges",""
"CT Angio Hrt W/3d Image","PX-35000082","CDM","75574","CPT","0352","RC","","","","both","","","4268.00","3201.00","MEDICARE [2001]","HB NCH MEDICARE","454.18","","APC Price ($454.18). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","454.23","214.77","454.23","17","454.18","4063.14","other","OPPS APC"
"CT Angio Hrt W/3d Image","PX-35000082","CDM","75574","CPT","0352","RC","","","","both","","","4268.00","3201.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","3311.97","77.6","","3276.99","3182.18","3276.99","1 through 10","454.18","4063.14","percent of total billed charges",""
"CT Angio Hrt W/3d Image","PX-35000082","CDM","75574","CPT","0352","RC","","","","both","","","4268.00","3201.00","UNITED HEALTHCARE [1016]","HB NCH MEDICARE","454.18","","APC Price ($454.18). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","450.15","450.15","450.15","1 through 10","454.18","4063.14","other","OPPS APC"
"CT Angio Hrt W/3d Image","PX-35000082","CDM","75574","CPT","0352","RC","","","","outpatient","","","4268.00","3201.00","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2995.87","2875.91","2995.87","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"CT C-Spine W/O Contrast","PX-35000034","CDM","72125","CPT","0352","RC","","","","both","","","2379.00","1784.25","MEDICARE [2001]","HB NCH MEDICARE","135.24","","APC Price ($135.24). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","135.24","2264.81","other","OPPS APC"
"CT C-Spine W/O Contrast","PX-35000034","CDM","72125","CPT","0352","RC","","","","both","","","2379.00","1784.25","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","2248.39","94.51","","2130.48","2130.48","2130.48","1 through 10","135.24","2264.81","percent of total billed charges",""
"CT C-Spine W/O Contrast","PX-35000034","CDM","72125","CPT","0352","RC","","","","outpatient","","","2379.00","1784.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1603.88","1603.88","1670.78","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","2886.00","2164.50","MEDICARE [2001]","HB NCH MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","553.41","553.41","553.41","1 through 10","211.39","2747.47","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","outpatient","","","2886.00","2164.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2995.87","2995.87","2995.87","1 through 10","2239.54","2995.87","other","Multiple Imaging"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","1805.00","1353.75","CIGNA [1006]","HB NCH CIGNA HMO / PPO","1718.36","95.2","","1636.68","1636.68","1636.68","1 through 10","135.24","1718.36","percent of total billed charges",""
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","1805.00","1353.75","MEDICARE [2001]","HB NCH MEDICARE","135.24","","APC Price ($135.24). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","21","135.24","1718.36","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","1805.00","1353.75","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","1400.68","77.6","","1385.69","1385.69","1385.69","1 through 10","135.24","1718.36","percent of total billed charges",""
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","1805.00","1353.75","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","1705.91","94.51","","1615.94","1615.94","1615.94","1 through 10","135.24","1718.36","percent of total billed charges",""
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","outpatient","","","1805.00","1353.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","801.94","801.94","801.94","1 through 10","1427.76","1670.78","other","Multiple Imaging"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","outpatient","","","1805.00","1353.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1670.78","1603.88","1670.78","14","1427.76","1670.78","other","Multiple Imaging"
"CT Head W/O Contrast|UNUSUAL SEPARATE SERVICE","PX-35000009","CDM","70450","CPT","0351","RC","","","XU","both","","","1805.00","1353.75","MEDICARE [2001]","HB NCH MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","126.27","1400.68","other","OPPS APC"
"CT Hrt W/3d Image","PX-35000080","CDM","75572","CPT","0352","RC","","","","both","","","937.00","702.75","MEDICARE [2001]","HB NCH MEDICARE","454.18","","APC Price ($454.18). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","454.23","454.23","454.23","1 through 10","454.18","892.02","other","OPPS APC"
"CT Hrt W/O Cntrst W/Ca Test","PX-35000079","CDM","75571","CPT","0352","RC","","","","outpatient","","","525.00","393.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","925.12","","Case rate ($925.12). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","925.12","925.12","925.12","1 through 10","925.12","925.12","other","Multiple Imaging"
"CT Hrt W/O Cntrst W/Ca Test","PX-35000079","CDM","75571","CPT","0352","RC","","","","outpatient","","","525.00","393.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","925.12","","Case rate ($925.12). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","925.12","925.12","925.12","1 through 10","925.12","925.12","other","Multiple Imaging"
"CT L-Spine W/O Contrast","PX-35000040","CDM","72131","CPT","0352","RC","","","","both","","","2377.00","1782.75","MEDICARE [2001]","HB NCH MEDICARE","135.24","","APC Price ($135.24). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","135.24","2262.9","other","OPPS APC"
"CT L-Spine W/O Contrast","PX-35000040","CDM","72131","CPT","0352","RC","","","","outpatient","","","2377.00","1782.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","801.94","801.94","801.94","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"CT L-Spine W/O Contrast","PX-35000040","CDM","72131","CPT","0352","RC","","","","outpatient","","","2377.00","1782.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1670.78","801.94","1670.78","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","3015.00","2261.25","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","2799.43","92.85","","2664.48","2664.48","2664.48","1 through 10","117.51","2870.28","percent of total billed charges",""
"CT Max/Facial W/O Contrast","PX-35000021","CDM","70486","CPT","0351","RC","","","","both","","","2467.00","1850.25","MEDICARE [2001]","HB NCH MEDICARE","135.24","","APC Price ($135.24). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","135.24","2348.58","other","OPPS APC"
"CT Max/Facial W/O Contrast","PX-35000021","CDM","70486","CPT","0351","RC","","","","both","","","2467.00","1850.25","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","1914.39","77.6","","1894.49","1894.49","1894.49","1 through 10","135.24","2348.58","percent of total billed charges",""
"CT Max/Facial W/O Contrast","PX-35000021","CDM","70486","CPT","0351","RC","","","","outpatient","","","2467.00","1850.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1670.78","1603.88","1670.78","1 through 10","1670.78","1951.4","other","Multiple Imaging"
"CT Max/Facial W/O Contrast","PX-35000021","CDM","70486","CPT","0351","RC","","","","outpatient","","","2467.00","1850.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS INDEMNITY","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1603.88","1603.88","1603.88","1 through 10","1670.78","1951.4","other","Multiple Imaging"
"CT Max/Facial W/O Contrast","PX-35000021","CDM","70486","CPT","0351","RC","","","","outpatient","","","2467.00","1850.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1603.88","1603.88","1670.78","1 through 10","1670.78","1951.4","other","Multiple Imaging"
"CT Neck W/Contrast","PX-35000025","CDM","70491","CPT","0351","RC","","","","both","","","2933.00","2199.75","CIGNA [1006]","HB NCH CIGNA HMO / PPO","2792.22","95.2","","10640.76","10640.76","10640.76","1 through 10","226.4","2792.22","percent of total billed charges",""
"CT Neck W/Contrast","PX-35000025","CDM","70491","CPT","0351","RC","","","","both","","","2933.00","2199.75","MEDICARE [2001]","HB NCH MEDICARE","226.40","","APC Price ($226.40). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1006.25","226.42","1006.25","14","226.4","2792.22","other","OPPS APC"
"CT Neck W/Contrast","PX-35000025","CDM","70491","CPT","0351","RC","","","","both","","","2933.00","2199.75","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","2276.01","77.6","","2187.08","2187.08","2187.08","1 through 10","226.4","2792.22","percent of total billed charges",""
"CT Neck W/Contrast","PX-35000025","CDM","70491","CPT","0351","RC","","","","outpatient","","","2933.00","2199.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2995.87","2875.91","2995.87","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"CT Neck W/Contrast","PX-35000025","CDM","70491","CPT","0351","RC","","","","outpatient","","","2933.00","2199.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1497.94","1497.94","2995.87","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"CT Neck W/O Contrast","PX-35000024","CDM","70490","CPT","0351","RC","","","","outpatient","","","2414.00","1810.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1670.78","1670.78","1670.78","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"CT Orb/Fos/Sel/Ear W/Contrast","PX-35000017","CDM","70481","CPT","0351","RC","","","","outpatient","","","3545.00","2658.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1497.94","1497.94","1497.94","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"CT Orb/Fos/Sel/Ear W/O Contrast","PX-35000014","CDM","70480","CPT","0351","RC","","","","both","","","3033.00","2274.75","MEDICARE [2001]","HB NCH MEDICARE","135.24","","APC Price ($135.24). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","135.24","2887.42","other","OPPS APC"
"CT Pelvis W/Contrast","PX-35000045","CDM","72193","CPT","0352","RC","","","","both","","","2729.00","2046.75","MEDICARE [2001]","HB NCH MEDICARE","226.40","","APC Price ($226.40). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","226.42","226.42","226.42","1 through 10","226.4","2598.01","other","OPPS APC"
"CT Pelvis W/Contrast","PX-35000045","CDM","72193","CPT","0352","RC","","","","outpatient","","","2729.00","2046.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2875.91","2875.91","2875.91","1 through 10","2158.64","2995.87","other","Multiple Imaging"
"CT Pelvis W/O Contrast","PX-35000044","CDM","72192","CPT","0352","RC","","","","both","","","2228.00","1671.00","MEDICARE [2001]","HB NCH MEDICARE","126.29","","APC Price ($126.29). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","135.25","135.25","135.25","1 through 10","126.29","2121.06","other","OPPS APC"
"CT T-Spine W/O Contrast","PX-35000037","CDM","72128","CPT","0352","RC","","","","outpatient","","","2379.00","1784.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1603.88","1603.88","1603.88","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"CT T-Spine W/O Contrast","PX-35000037","CDM","72128","CPT","0352","RC","","","","outpatient","","","2379.00","1784.25","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","1670.78","","Case rate ($1,670.78). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","1603.88","1603.88","1603.88","1 through 10","1670.78","1670.78","other","Multiple Imaging"
"Cta Abd Aorta W/&W/O Runoff","PX-35000083","CDM","75635","CPT","0352","RC","","","","both","","","4732.00","3549.00","MEDICARE [2001]","HB NCH MEDICARE","211.39","","APC Price ($211.39). The procedure is conditionally packaged with other services, and it is only paid if it is the highest rate for the service date. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","226.42","226.42","226.42","1 through 10","211.39","4504.86","other","OPPS APC"
"Cta Abdomen W&W/O Contrast","PX-35000075","CDM","74175","CPT","0352","RC","","","","both","","","4417.00","3312.75","MEDICARE [2001]","HB NCH MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","226.42","226.42","226.42","1 through 10","211.39","4204.98","other","OPPS APC"
"Cta Abdomen W&W/O Contrast","PX-35000075","CDM","74175","CPT","0352","RC","","","","both","","","4417.00","3312.75","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","4174.51","94.51","","3955.01","3955.01","3955.01","1 through 10","211.39","4204.98","percent of total billed charges",""
"Cta Abdomen W&W/O Contrast","PX-35000075","CDM","74175","CPT","0352","RC","","","","outpatient","","","4417.00","3312.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","2995.87","","Case rate ($2,995.87). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","2995.87","2995.87","2995.87","1 through 10","2995.87","2995.87","other","Multiple Imaging"
"Cta Chest (Noncor) W&W/O Contrast","PX-35000033","CDM","71275","CPT","0352","RC","","","","both","","","4259.00","3194.25","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","3954.48","92.85","","3914.34","3914.34","3914.34","1 through 10","226.4","4054.57","percent of total billed charges",""
"Cta Chest (Noncor) W&W/O Contrast","PX-35000033","CDM","71275","CPT","0352","RC","","","","both","","","4259.00","3194.25","MEDICARE [2001]","HB NCH MEDICARE","226.40","","APC Price ($226.40). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.5). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","226.42","226.42","226.42","11","226.4","4054.57","other","OPPS APC"
