hospital_name,last_updated_on,version,location_name,hospital_address,license_number|NH,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Wentworth Douglass Hospital,2026-03-27,3.0.0,Wentworth Douglass Hospital,789 Central Ave Dover NH 03820,00010,1033118104,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"BONE PLATE 59X2.4MM 7 HOLE CONDYLE LCP STAINLESS","SUP-ITM-10022566","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","2919.75","1751.85","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","2123.24","72.72","","2355.45","298.99","3965.19","155","339.57","2259.89","percent of total billed charges",""
"BONE PLATE 59X2.4MM 7 HOLE CONDYLE LCP STAINLESS","SUP-ITM-10022566","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","2919.75","1751.85","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","2123.24","72.72","","3643.09","3643.09","3643.09","1 through 10","339.57","2259.89","percent of total billed charges",""
"BONE PLATE 59X2.4MM 7 HOLE CONDYLE LCP STAINLESS","SUP-ITM-10022566","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","2919.75","1751.85","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","1553.89","53.22","","554.28","554.28","554.28","16","339.57","2259.89","percent of total billed charges",""
"BONE PLATE 59X2.4MM 7 HOLE CONDYLE LCP STAINLESS","SUP-ITM-10022566","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","2919.75","1751.85","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","1836.52","62.9","","619.64","173.09","2370.64","150","339.57","2259.89","percent of total billed charges",""
"BONE PLATE 59X2.4MM 7 HOLE CONDYLE LCP STAINLESS","SUP-ITM-10022566","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","2919.75","1751.85","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","2259.89","77.4","","303.98","303.98","5854.79","1 through 10","339.57","2259.89","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","both","","","4411.34","2646.80","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","513.04","3749.64","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","both","","","4411.34","2646.80","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","513.04","3749.64","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","both","","","4411.34","2646.80","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","2510.05","56.9","","812.12","238.65","1587.46","163","513.04","3749.64","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","both","","","4411.34","2646.80","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","513.04","11.63","","112.68","112.68","146.99","38","513.04","3749.64","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","both","","","4411.34","2646.80","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","3414.38","77.4","","303.98","303.98","5854.79","1 through 10","513.04","3749.64","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","513.04","11.63","","112.68","112.68","146.99","38","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","HARVARD PILGRIM [120001]","HB WDH HPHC ELEVATE","2769.44","62.78","","780.86","208.94","10480.28","15","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","HARVARD PILGRIM [120001]","HB WDH HPHC EXCHANGE","1928.64","43.72","","179.76","179.76","179.76","1 through 10","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","3207.93","72.72","","2355.45","298.99","3965.19","155","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","3207.93","72.72","","3643.09","3643.09","3643.09","1 through 10","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","2347.72","53.22","","554.28","554.28","554.28","16","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","2774.73","62.9","","619.64","173.09","2370.64","150","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 4 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095963","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4411.34","2646.80","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","3414.38","77.4","","303.98","303.98","5854.79","1 through 10","513.04","3414.38","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","both","","","4579.40","2747.64","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","532.58","3892.49","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","both","","","4579.40","2747.64","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","532.58","3892.49","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","both","","","4579.40","2747.64","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","2605.68","56.9","","812.12","238.65","1587.46","163","532.58","3892.49","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","both","","","4579.40","2747.64","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","532.58","11.63","","112.68","112.68","146.99","38","532.58","3892.49","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","both","","","4579.40","2747.64","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","3544.46","77.4","","303.98","303.98","5854.79","1 through 10","532.58","3892.49","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","532.58","11.63","","112.68","112.68","146.99","38","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","HARVARD PILGRIM [120001]","HB WDH HPHC ELEVATE","2874.95","62.78","","780.86","208.94","10480.28","15","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","HARVARD PILGRIM [120001]","HB WDH HPHC EXCHANGE","2002.11","43.72","","179.76","179.76","179.76","1 through 10","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","3330.14","72.72","","2355.45","298.99","3965.19","155","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","3330.14","72.72","","3643.09","3643.09","3643.09","1 through 10","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","2437.16","53.22","","554.28","554.28","554.28","16","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","2880.44","62.9","","619.64","173.09","2370.64","150","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 6 HOLE 5 TWO COLUMN VARIABLE ANGLE LCP TI NARROW RIGHT","SUP-ITM-10095965","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","4579.40","2747.64","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","3544.46","77.4","","303.98","303.98","5854.79","1 through 10","532.58","3544.46","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","both","","","7175.91","4305.55","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","834.56","6099.52","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","both","","","7175.91","4305.55","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","834.56","6099.52","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","both","","","7175.91","4305.55","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","4083.09","56.9","","812.12","238.65","1587.46","163","834.56","6099.52","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","both","","","7175.91","4305.55","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","834.56","11.63","","112.68","112.68","146.99","38","834.56","6099.52","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","both","","","7175.91","4305.55","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","5554.15","77.4","","303.98","303.98","5854.79","1 through 10","834.56","6099.52","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","834.56","11.63","","112.68","112.68","146.99","38","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","HARVARD PILGRIM [120001]","HB WDH HPHC ELEVATE","4505.04","62.78","","780.86","208.94","10480.28","15","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","HARVARD PILGRIM [120001]","HB WDH HPHC EXCHANGE","3137.31","43.72","","179.76","179.76","179.76","1 through 10","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","5218.32","72.72","","2355.45","298.99","3965.19","155","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","5218.32","72.72","","3643.09","3643.09","3643.09","1 through 10","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","3819.02","53.22","","554.28","554.28","554.28","16","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","4513.65","62.9","","619.64","173.09","2370.64","150","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 60MM MD DORSAL SMARTLOCK STANDARD LEFT","SUP-ITM-10113952","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7175.91","4305.55","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","5554.15","77.4","","303.98","303.98","5854.79","1 through 10","834.56","5554.15","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","both","","","925.53","555.32","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","107.64","786.7","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","both","","","925.53","555.32","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","107.64","786.7","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","both","","","925.53","555.32","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","526.63","56.9","","812.12","238.65","1587.46","163","107.64","786.7","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","both","","","925.53","555.32","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","107.64","11.63","","112.68","112.68","146.99","38","107.64","786.7","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","both","","","925.53","555.32","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","716.36","77.4","","303.98","303.98","5854.79","1 through 10","107.64","786.7","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","107.64","11.63","","112.68","112.68","146.99","38","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","HARVARD PILGRIM [120001]","HB WDH HPHC ELEVATE","581.05","62.78","","780.86","208.94","10480.28","15","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","HARVARD PILGRIM [120001]","HB WDH HPHC EXCHANGE","404.64","43.72","","179.76","179.76","179.76","1 through 10","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","673.05","72.72","","2355.45","298.99","3965.19","155","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","673.05","72.72","","3643.09","3643.09","3643.09","1 through 10","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","492.57","53.22","","554.28","554.28","554.28","16","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","582.16","62.9","","619.64","173.09","2370.64","150","107.64","716.36","percent of total billed charges",""
"BONE PLATE 69MM 6 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040736","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","925.53","555.32","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","716.36","77.4","","303.98","303.98","5854.79","1 through 10","107.64","716.36","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","both","","","7980.72","4788.43","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","928.16","6783.61","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","both","","","7980.72","4788.43","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","928.16","6783.61","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","both","","","7980.72","4788.43","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","4541.03","56.9","","812.12","238.65","1587.46","163","928.16","6783.61","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","both","","","7980.72","4788.43","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","928.16","11.63","","112.68","112.68","146.99","38","928.16","6783.61","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","both","","","7980.72","4788.43","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","6177.08","77.4","","303.98","303.98","5854.79","1 through 10","928.16","6783.61","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","GENERIC COMMERCIAL [1009]","HB WDH NH HEALTHY FAMILIES + WELLSENSE","928.16","11.63","","112.68","112.68","146.99","38","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","HARVARD PILGRIM [120001]","HB WDH HPHC ELEVATE","5010.30","62.78","","780.86","208.94","10480.28","15","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","HARVARD PILGRIM [120001]","HB WDH HPHC EXCHANGE","3489.17","43.72","","179.76","179.76","179.76","1 through 10","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","HARVARD PILGRIM [120001]","HB WDH HPHC HMO POS PPO","5803.58","72.72","","2355.45","298.99","3965.19","155","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","HARVARD PILGRIM ALTERNATE [120002]","HB WDH HPHC HMO POS PPO","5803.58","72.72","","3643.09","3643.09","3643.09","1 through 10","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","MGB HEALTH PLAN [150001]","HB WDH MGBHP HMO","4247.34","53.22","","554.28","554.28","554.28","16","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","MGB HEALTH PLAN [150001]","HB WDH MGBHP PPO","5019.87","62.9","","619.64","173.09","2370.64","150","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 75MM 6 HOLE VARIAX TITANIUM SUPERIOR MIDSHIFT RIGHT","SUP-ITM-10144644","CDM","C1713","HCPCS","0278","RC","","","","outpatient","","","7980.72","4788.43","UNITED HEALTHCARE [1016]","HB WDH UNITED HMO / PPO / INDEM","6177.08","77.4","","303.98","303.98","5854.79","1 through 10","928.16","6177.08","percent of total billed charges",""
"BONE PLATE 81MM 7 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040737","CDM","C1713","HCPCS","0278","RC","","","","both","","","943.42","566.05","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM FEDERAL","","","Case rate ($0).","1061.04","1061.04","1061.04","1 through 10","109.72","801.91","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 81MM 7 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040737","CDM","C1713","HCPCS","0278","RC","","","","both","","","943.42","566.05","BLUE CROSS BLUE SHIELD [110001]","HB WDH ANTHEM HMO","","","Case rate ($0).","2671.87","22.68","3073.42","11","109.72","801.91","other","OPPS APC standard_charge|negotiated_dollar calculated as 0;"
"BONE PLATE 81MM 7 HOLE LCP TI ONE THIRD TUBULAR","SUP-ITM-10040737","CDM","C1713","HCPCS","0278","RC","","","","both","","","943.42","566.05","CIGNA [1006]","HB WDH CIGNA HMO / PPO / INDEM","536.81","56.9","","812.12","238.65","1587.46","163","109.72","801.91","percent of total billed charges",""
