hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
Levofloxacin: 24 Pouch In 1 Carton (25021-132-81)  / 1 Bag In 1 Pouch / 50 Ml In 1 Bag,250,RC,25021-132-81,NDC,,,facility,both,1,EA,,12.65,12.65,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Furosemide: 25 Vial In 1 Carton (25021-311-04)  / 4 Ml In 1 Vial,250,RC,25021-311-04,NDC,,,facility,both,1,EA,,0.09,0.09,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Diltiazem Hydrochloride: 10 Vial In 1 Carton (25021-319-25)  / 25 Ml In 1 Vial,250,RC,25021-319-25,NDC,,,facility,both,1,EA,,14.8,14.8,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Bumetanide: 10 Vial In 1 Carton (25021-321-04)  / 4 Ml In 1 Vial,250,RC,25021-321-04,NDC,,,facility,both,1,EA,,1.61,1.61,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Heparin Sodium: 25 Vial In 1 Carton (25021-400-30)  / 30 Ml In 1 Vial,250,RC,25021-400-30,NDC,,,facility,both,1,EA,,0.25,0.25,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Heparin Sodium: 25 Vial In 1 Carton (25021-402-01)  / 1 Ml In 1 Vial,250,RC,25021-402-01,NDC,,,facility,both,1,EA,,0.26,0.26,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Heparin Sodium: 25 Vial In 1 Carton (25021-402-01)  / 1 Ml In 1 Vial,250,RC,25021-402-01,NDC,,,facility,both,1,EA,,0.26,0.26,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Eptifibatide: 1 Vial In 1 Carton (25021-408-51)  / 100 Ml In 1 Vial,250,RC,25021-408-51,NDC,,,facility,both,1,EA,,26.9,26.9,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Esmolol Hydrochloride: 10 Bag In 1 Carton (25021-308-84)  / 250 Ml In 1 Bag,250,RC,25021-308-84,NDC,,,facility,both,1,EA,,0.48,0.48,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Chlorothiazide Sodium: 1 Vial In 1 Carton (25021-305-20)  / 18 Ml In 1 Vial,250,RC,25021-305-20,NDC,,,facility,both,1,EA,,53.31,53.31,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Levofloxacin: 24 Pouch In 1 Carton (25021-132-83)  / 1 Bag In 1 Pouch / 150 Ml In 1 Bag,250,RC,25021-132-83,NDC,,,facility,both,1,EA,,6.07,6.07,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ampicillin: 10 Vial In 1 Carton (25021-136-10)  / 1 Injection, Powder, For Solution In 1 Vial",250,RC,25021-136-10,NDC,,,facility,both,1,EA,,3.95,3.95,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ampicillin And Sulbactam: 10 Vial In 1 Carton (25021-142-20)  / 1 Injection, Powder, For Solution In 1 Vial",250,RC,25021-142-20,NDC,,,facility,both,1,EA,,9.95,9.95,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Fluconazole: 10 Pouch In 1 Carton (25021-184-67)  / 1 Bag In 1 Pouch / 200 Ml In 1 Bag,250,RC,25021-184-67,NDC,,,facility,both,1,EA,,3.92,3.92,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Fluconazole: 10 Pouch In 1 Carton (25021-184-82)  / 1 Bag In 1 Pouch / 100 Ml In 1 Bag,250,RC,25021-184-82,NDC,,,facility,both,1,EA,,7.26,7.26,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Fluconazole: 10 Pouch In 1 Carton (25021-184-87)  / 1 Bag In 1 Pouch / 200 Ml In 1 Bag,250,RC,25021-184-87,NDC,,,facility,both,1,EA,,3.91,3.91,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Micafungin: 1 Vial In 1 Carton (25021-191-10)  / 5 Ml In 1 Vial,250,RC,25021-191-10,NDC,,,facility,both,1,EA,,0.42,0.42,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Ciprofloxacin: 24 Pouch In 1 Carton (25021-192-87)  / 1 Bag In 1 Pouch / 200 Ml In 1 Bag,250,RC,25021-192-87,NDC,,,facility,both,1,EA,,2.52,2.52,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Bacitracin Zinc And Polymyxin B Sulfate: 1 Tube In 1 Carton (24208-555-55)  / 3.5 G In 1 Tube,250,RC,24208-555-55,NDC,,,facility,both,1,EA,,10.71,10.71,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dorzolamide Hydrochloride And Timolol Maleate: 1 Bottle, Dropper In 1 Carton (24208-486-10)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-486-10,NDC,,,facility,both,1,EA,,41.61,41.61,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Phenylephrine Hydrochloride: 1 Bottle, Dropper In 1 Carton (17478-201-15)  / 15 Ml In 1 Bottle, Dropper",250,RC,17478-201-15,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Atropine: 1 BOTTLE, DROPPER in 1 CARTON (17478-215-02)  / 2 mL in 1 BOTTLE, DROPPER",250,RC,17478-215-02,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Nystatin: 72 Cup, Unit-Dose In 1 Box, Unit-Dose (17856-1045-1)  / 5 Ml In 1 Cup, Unit-Dose (17856-1045-2)",250,RC,17856-1045-1,NDC,,,facility,both,1,EA,,8.32,8.32,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,18657-117-01,NDC,,,facility,both,1,EA,,0.51,0.51,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,18657-117-02,NDC,,,facility,both,1,EA,,0.51,0.51,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Tropicamide: 1 BOTTLE, DROPPER in 1 CARTON (17478-101-12)  / 15 mL in 1 BOTTLE, DROPPER",250,RC,17478-101-12,NDC,,,facility,both,1,EA,,13.32,13.32,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,19515-810-41,NDC,,,facility,both,1,EA,,28.52,28.52,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,19515-904-41,NDC,,,facility,both,1,EA,,26.28,26.28,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Diclofenac Sodium: 1 Tube In 1 Carton (21922-009-09)  / 100 G In 1 Tube,250,RC,21922-009-09,NDC,,,facility,both,1,EA,,17.64,17.64,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Diclofenac Sodium: 1 Tube In 1 Carton (21922-009-09)  / 100 G In 1 Tube,250,RC,21922-009-09,NDC,,,facility,both,1,EA,,17.64,17.64,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Tacrolimus: 1 Tube In 1 Carton (21922-011-05)  / 30 G In 1 Tube,250,RC,21922-011-05,NDC,,,facility,both,1,EA,,86.55,86.55,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Dextrose: 30 Bag In 1 Case (17271-720-05)  / 250 Ml In 1 Bag,250,RC,17271-720-05,NDC,,,facility,both,1,EA,,5.85,5.85,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Eplerenone: 30 Tablet, Film Coated In 1 Bottle (16729-294-10)",250,RC,16729-294-10,NDC,,,facility,both,1,EA,,1.61,1.61,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Tacrolimus: 1 Tube In 1 Carton (16729-422-10)  / 30 G In 1 Tube,250,RC,16729-422-10,NDC,,,facility,both,1,EA,,70.98,70.98,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cinacalcet: 90 Tablet, Film Coated In 1 Bottle, Plastic (16729-440-15)",250,RC,16729-440-15,NDC,,,facility,both,1,EA,,0.91,0.91,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Methotrexate: 100 Tablet In 1 Bottle (16729-486-01),250,RC,16729-486-01,NDC,,,facility,both,1,EA,,0.29,0.29,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Methotrexate: 100 Tablet In 1 Bottle (16729-486-01),250,RC,16729-486-01,NDC,,,facility,both,1,EA,,0.18,0.18,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"5 BLISTER PACK in 1 CARTON (16837-855-25)  / 5 TABLET, FILM COATED in 1 BLISTER PACK",250,RC,16837-855-25,NDC,,,facility,both,1,EA,,0.33,0.33,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Balmex Diaper Rash: 1 TUBE in 1 CARTON (16864-908-03)  / 56 g in 1 TUBE,250,RC,16864-0908-03,NDC,,,facility,both,1,EA,,4.18,4.18,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Balmex Diaper Rash: 1 TUBE in 1 CARTON (16864-908-03)  / 56 g in 1 TUBE,250,RC,16864-0908-03,NDC,,,facility,both,1,EA,,4.18,4.18,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Dermoplast Pain Relieving: 78 G In 1 Can (16864-680-01),250,RC,16864-680-01,NDC,,,facility,both,1,EA,,11.28,11.28,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Dermoplast Pain Relieving: 85 G In 1 Can (16864-680-03),250,RC,16864-680-03,NDC,,,facility,both,1,EA,,10.62,10.62,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,17238-900-99,NDC,,,facility,both,1,EA,,0.39,0.39,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Sodium Chloride: 250 Ml In 1 Bag (17271-701-05),250,RC,17271-701-05,NDC,,,facility,both,1,EA,,3.29,3.29,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Sodium Chloride: 500 Ml In 1 Bag (17271-701-06),250,RC,17271-701-06,NDC,,,facility,both,1,EA,,6.86,6.86,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Clobetasol Propionate Cream Usp, 0.05% Clobetasol Propionate Cream Usp, 0.05%: 15 G In 1 Tube (21922-016-04)",250,RC,21922-016-04,NDC,,,facility,both,1,EA,,7.21,7.21,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Clobetasol Propionate Cream Usp, 0.05% Clobetasol Propionate Cream Usp, 0.05%: 15 G In 1 Tube (21922-016-04)",250,RC,21922-016-04,NDC,,,facility,both,1,EA,,7.21,7.21,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-547-31,NDC,,,facility,both,1,EA,,0.15,0.15,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-547-31,NDC,,,facility,both,1,EA,,0.15,0.15,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Tetracycline Hydrochloride: 100 Capsule In 1 Bottle (23155-767-01),250,RC,23155-767-01,NDC,,,facility,both,1,EA,,3.08,3.08,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Tetracycline Hydrochloride: 100 Capsule In 1 Bottle (23155-767-01),250,RC,23155-767-01,NDC,,,facility,both,1,EA,,3.08,3.08,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Doxepin Hydrochloride: 100 Capsule In 1 Bottle (23155-795-01),250,RC,23155-795-01,NDC,,,facility,both,1,EA,,0.32,0.32,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Vancomycin Hydrochloride: 2 Blister Pack In 1 Carton (23155-858-78)  / 10 Capsule In 1 Blister Pack,250,RC,23155-858-78,NDC,,,facility,both,1,EA,,4.03,4.03,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Vancomycin Hydrochloride: 2 Blister Pack In 1 Carton (23155-858-78)  / 10 Capsule In 1 Blister Pack,250,RC,23155-858-78,NDC,,,facility,both,1,EA,,3.84,3.84,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,24201-100-01,NDC,,,facility,both,1,EA,,0.1,0.1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Latanoprost: 1 Bottle In 1 Carton (24208-463-25)  / 2.5 Ml In 1 Bottle,250,RC,24208-463-25,NDC,,,facility,both,1,EA,,17.67,17.67,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Latanoprost: 1 Bottle In 1 Carton (24208-463-25)  / 2.5 Ml In 1 Bottle,250,RC,24208-463-25,NDC,,,facility,both,1,EA,,17.92,17.92,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dorzolamide Hcl: 1 Bottle, Dropper In 1 Carton (24208-485-10)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-485-10,NDC,,,facility,both,1,EA,,21.73,21.73,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dorzolamide Hcl: 1 Bottle, Dropper In 1 Carton (24208-485-10)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-485-10,NDC,,,facility,both,1,EA,,20.74,20.74,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dorzolamide Hydrochloride And Timolol Maleate: 1 Bottle, Dropper In 1 Carton (24208-486-10)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-486-10,NDC,,,facility,both,1,EA,,41.42,41.42,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-512-11,NDC,,,facility,both,1,EA,,1.59,1.59,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Clobetasol Propionate: 1 Tube In 1 Carton (21922-017-04)  / 15 G In 1 Tube,250,RC,21922-017-04,NDC,,,facility,both,1,EA,,7.24,7.24,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Clobetasol Propionate: 1 Tube In 1 Carton (21922-017-04)  / 15 G In 1 Tube,250,RC,21922-017-04,NDC,,,facility,both,1,EA,,7.11,7.11,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Mupirocin: 1 Tube In 1 Carton (21922-029-04)  / 15 G In 1 Tube,250,RC,21922-029-04,NDC,,,facility,both,1,EA,,44.56,44.56,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Glyburide: 100 Tablet In 1 Bottle (23155-057-01),250,RC,23155-057-01,NDC,,,facility,both,1,EA,,0.37,0.37,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Methimazole: 100 Tablet In 1 Bottle (23155-070-01),250,RC,23155-070-01,NDC,,,facility,both,1,EA,,0.22,0.22,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Nifedipine: 100 Capsule In 1 Bottle (23155-194-01),250,RC,23155-194-01,NDC,,,facility,both,1,EA,,0.56,0.56,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-240-31,NDC,,,facility,both,1,EA,,1.74,1.74,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-294-31,NDC,,,facility,both,1,EA,,2.91,2.91,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Acetazolamide: 5 Ml In 1 Vial, Glass (23155-313-31)",250,RC,23155-313-31,NDC,,,facility,both,1,EA,,27.07,27.07,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-473-32,NDC,,,facility,both,1,EA,,0.04,0.04,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,23155-473-32,NDC,,,facility,both,1,EA,,0.04,0.04,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Verapamil Hydrochloride: 100 Tablet In 1 Bottle (23155-486-01),250,RC,23155-486-01,NDC,,,facility,both,1,EA,,0.17,0.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,43598-580-01,NDC,,,facility,both,1,EA,,9.16,9.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,43598-580-01,NDC,,,facility,both,1,EA,,8.5,8.5,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-577-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Xarelto: 60 Tablet, Film Coated In 1 Bottle (50458-577-60)",250,RC,50458-577-60,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-578-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-578-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Xarelto: 10 Blister Pack In 1 Carton (50458-578-10)  / 10 Tablet, Film Coated In 1 Blister Pack (50458-578-01)",250,RC,50458-578-10,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-579-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-579-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Xarelto: 10 Blister Pack In 1 Carton (50458-579-10)  / 10 Tablet, Film Coated In 1 Blister Pack (50458-579-01)",250,RC,50458-579-10,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-580-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Xarelto: 10 Blister Pack In 1 Carton (50458-580-10)  / 10 Tablet, Film Coated In 1 Blister Pack (50458-580-01)",250,RC,50458-580-10,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Xarelto: 10 Blister Pack In 1 Carton (50458-580-10)  / 10 Tablet, Film Coated In 1 Blister Pack (50458-580-01)",250,RC,50458-580-10,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 100 Blister Pack In 1 Carton (50474-570-09)  / 1 Tablet, Film Coated In 1 Blister Pack",250,RC,50474-570-09,NDC,,,facility,both,1,EA,,43.29,43.29,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 1 Bottle In 1 Carton (50474-670-66)  / 60 Tablet, Film Coated In 1 Bottle",250,RC,50474-670-66,NDC,,,facility,both,1,EA,,44.34,44.34,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 100 Blister Pack In 1 Carton (50474-770-09)  / 1 Tablet, Film Coated In 1 Blister Pack",250,RC,50474-770-09,NDC,,,facility,both,1,EA,,44.36,44.36,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 100 Blister Pack In 1 Carton (50474-770-09)  / 1 Tablet, Film Coated In 1 Blister Pack",250,RC,50474-770-09,NDC,,,facility,both,1,EA,,43.32,43.32,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50458-580-01,NDC,,,facility,both,1,EA,,0.02,0.02,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50268-772-11,NDC,,,facility,both,1,EA,,7.61,7.61,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50268-812-11,NDC,,,facility,both,1,EA,,2.68,2.68,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Levocarnitine: 9 BLISTER PACK in 1 CARTON (50383-172-90)  / 10 TABLET in 1 BLISTER PACK,250,RC,50383-172-90,NDC,,,facility,both,1,EA,,1.6,1.6,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Albuterol Sulfate: 1 BOTTLE, GLASS in 1 CARTON (50383-741-20)  / 20 mL in 1 BOTTLE, GLASS",250,RC,50383-741-20,NDC,,,facility,both,1,EA,,86.75,86.75,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Adempas: 90 Tablet, Film Coated In 1 Bottle (50419-254-01)",250,RC,50419-254-01,NDC,,,facility,both,1,EA,,284.22,284.22,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Adempas: 9 Tablet, Film Coated In 1 Bottle (50419-254-91)",250,RC,50419-254-91,NDC,,,facility,both,1,EA,,268.13,268.13,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Mirena: 1 Intrauterine Device In 1 Carton (50419-423-01),250,RC,50419-423-01,NDC,,,facility,both,1,EA,,1781.59,1781.59,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cipro: 1 Kit In 1 Kit (50419-777-01)  *  100 Ml In 1 Bottle, Glass *  100 Ml In 1 Bottle, Plastic",250,RC,50419-777-01,NDC,,,facility,both,1,EA,,28.63,28.63,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Risperdal: 30 Ml In 1 Bottle (50458-305-03),250,RC,50458-305-03,NDC,,,facility,both,1,EA,,9.71,9.71,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 1 Bottle In 1 Carton (50474-770-66)  / 60 Tablet, Film Coated In 1 Bottle",250,RC,50474-770-66,NDC,,,facility,both,1,EA,,44.37,44.37,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50268-759-11,NDC,,,facility,both,1,EA,,1.25,1.25,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Briviact: 1 Bottle In 1 Carton (50474-770-66)  / 60 Tablet, Film Coated In 1 Bottle",250,RC,50474-770-66,NDC,,,facility,both,1,EA,,43.35,43.35,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ivabradine: 60 Tablet, Film Coated In 1 Bottle (50742-362-60)",250,RC,50742-362-60,NDC,,,facility,both,1,EA,,3.83,3.83,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ivabradine: 60 Tablet, Film Coated In 1 Bottle (50742-363-60)",250,RC,50742-363-60,NDC,,,facility,both,1,EA,,3.16,3.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,50742-505-01,NDC,,,facility,both,1,EA,,17.17,17.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Scopolamine: 24 Pouch In 1 Carton (50742-505-24)  / 1 Patch, Extended Release In 1 Pouch",250,RC,50742-505-24,NDC,,,facility,both,1,EA,,9.09,9.09,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Scopolamine: 24 Pouch In 1 Carton (50742-505-24)  / 1 Patch, Extended Release In 1 Pouch",250,RC,50742-505-24,NDC,,,facility,both,1,EA,,9.79,9.79,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Norethindrone Acetate: 50 Tablet In 1 Bottle (50742-267-50),250,RC,50742-267-50,NDC,,,facility,both,1,EA,,0.87,0.87,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Metoprolol Succinate: 100 Tablet, Extended Release In 1 Bottle (50742-615-01)",250,RC,50742-615-01,NDC,,,facility,both,1,EA,,0.22,0.22,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,51079-023-01,NDC,,,facility,both,1,EA,,3.92,3.92,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,51079-024-01,NDC,,,facility,both,1,EA,,4.48,4.48,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,51079-024-01,NDC,,,facility,both,1,EA,,4.47,4.47,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,51079-058-01,NDC,,,facility,both,1,EA,,2.76,2.76,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,51079-058-01,NDC,,,facility,both,1,EA,,2.74,2.74,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Metoprolol Succinate: 100 Tablet, Extended Release In 1 Bottle (50742-615-01)",250,RC,50742-615-01,NDC,,,facility,both,1,EA,,0.21,0.21,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Nifedipine: 300 Tablet, Extended Release In 1 Bottle (50742-261-03)",250,RC,50742-261-03,NDC,,,facility,both,1,EA,,0.25,0.25,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Nifedipine: 300 Tablet, Extended Release In 1 Bottle (50742-261-03)",250,RC,50742-261-03,NDC,,,facility,both,1,EA,,0.25,0.25,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
