hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
McLean Hospital,2026-03-27,3.0.0,McLean Hospital,115 Mill St Belmont MA 02478-1064,2920,1538185475,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","both","","","361.00","270.75","ELDER SERVICES [1037]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","73.46","73.46","82.25","32","259.92","259.92","other","OPPS APC"
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","both","","","361.00","270.75","HUMANA [1012]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","254.39","94.11","254.39","1 through 10","259.92","259.92","other","OPPS APC"
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","both","","","361.00","270.75","MEDICARE [2001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","190.81","190.81","572.43","567","259.92","259.92","other","OPPS APC"
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","both","","","361.00","270.75","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","96.03","72.02","96.07","371","259.92","259.92","other","OPPS APC"
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","outpatient","","","361.00","270.75","AETNA [1001]","HB MCL AETNA","199.63","55.3","","323.76","323.76","323.76","330","186.2","344","percent of total billed charges",""
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","outpatient","","","361.00","270.75","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","193.89","53.71","","187.76","187.76","593.83","18","186.2","344","percent of total billed charges",""
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","outpatient","","","361.00","270.75","MASSHEALTH [3001]","HB MCL MEDICAID","233.93","64.8","","369.36","369.36","369.36","1 through 10","186.2","344","percent of total billed charges",""
"Hcpr Psych W/Patient 45 Minutes","PX-96100032","CDM","90834","CPT","0961","RC","","","","outpatient","","","361.00","270.75","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87).","71.44","27.84","96.03","40","186.2","344","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","AETNA [1001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","196.34","188.27","422.57","1 through 10","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","138.32","104.86","314.57","105","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","ELDER SERVICES [1037]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","121.79","121.79","121.79","1 through 10","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","HUMANA [1012]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","139.25","139.25","139.25","1 through 10","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","MEDICARE [2001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","190.81","190.81","485.18","271","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","both","","","461.00","345.75","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","142.09","106.61","142.15","197","331.92","331.92","other","OPPS APC"
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","outpatient","","","461.00","345.75","AETNA [1001]","HB MCL AETNA","254.93","55.3","","442.47","442.47","442.47","165","247.6","466.76","percent of total billed charges",""
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","outpatient","","","461.00","345.75","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","247.60","53.71","","653.11","653.11","653.11","13","247.6","466.76","percent of total billed charges",""
"Hcpr Psych W/Patient 60 Minutes","PX-96100034","CDM","90837","CPT","0961","RC","","","","outpatient","","","461.00","345.75","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87).","104.99","27.84","142.09","86","247.6","466.76","other","OPPS APC"
"Hcpr Psych W/Patient W/E&M Srvcs 30 Min","PX-96100031","CDM","90833","CPT","0961","RC","","","","outpatient","","","218.00","163.50","AETNA [1001]","HB MCL AETNA","120.55","55.3","","190.84","190.84","190.84","28","117.09","344","percent of total billed charges",""
"Hcpr Psych W/Patient W/E&M Srvcs 30 Min","PX-96100031","CDM","90833","CPT","0961","RC","","","","outpatient","","","218.00","163.50","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","117.09","53.71","","179.42","179.42","179.42","62","117.09","344","percent of total billed charges",""
"Hcpr Psych W/Patient W/E&M Srvcs 45 Min","PX-96100033","CDM","90836","CPT","0961","RC","","","","outpatient","","","277.00","207.75","AETNA [1001]","HB MCL AETNA","153.18","55.3","","268.10","199.94","323.76","12","148.78","344","percent of total billed charges",""
"Hcpr Psych W/Patient W/E&M Srvcs 45 Min","PX-96100033","CDM","90836","CPT","0961","RC","","","","outpatient","","","277.00","207.75","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","148.78","53.71","","252.05","252.05","252.05","29","148.78","344","percent of total billed charges",""
"Hcpr Psych W/Patient W/E&M Srvcs 60 Min","PX-96100035","CDM","90838","CPT","0961","RC","","","","outpatient","","","366.00","274.50","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","196.58","53.71","","363.66","363.66","363.66","1 through 10","196.58","358.06","percent of total billed charges",""
"Hemoglobin Glycosylated (A1c)","PX-30000497","CDM","83036","CPT","0301","RC","","","","outpatient","","","75.00","56.25","TUFTS HEALTH PUBLIC PLANS [1013]","HB MCL MEDICAID","48.60","64.8","","73.12","73.12","73.12","1 through 10","9.71","57","percent of total billed charges",""
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","both","","","800.00","600.00","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","250.18","","APC Price ($250.18). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","246.21","246.21","246.21","26","250.18","576","other","OPPS APC"
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","both","","","800.00","600.00","MEDICARE [2001]","HB MCL MEDICARE","250.18","","APC Price ($250.18). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1033.93","250.21","1300.42","55","250.18","576","other","OPPS APC"
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","outpatient","","","800.00","600.00","AETNA [1001]","HB MCL AETNA","442.40","55.3","","454.40","454.40","454.40","1 through 10","250.18","608","percent of total billed charges",""
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","outpatient","","","800.00","600.00","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","429.68","53.71","","246.21","246.21","465.28","1 through 10","250.18","608","percent of total billed charges",""
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","outpatient","","","800.00","600.00","CIGNA [1006]","HB MCL CIGNA","400.00","50","","400.00","400.00","400.00","1 through 10","250.18","608","percent of total billed charges",""
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","outpatient","","","800.00","600.00","PHCS MULTIPLAN [1022]","HB MCL CLARITEV (PRIMARY PPO)","608.00","76","","454.40","454.40","454.40","1 through 10","250.18","608","percent of total billed charges",""
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0260","RC","","","","outpatient","","","800.00","600.00","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","250.18","","APC Price ($250.18).","257.10","257.10","257.10","1 through 10","250.18","608","other","OPPS APC"
"IV Infus Non-Chemo Initial Up to 1 Hr - 96365","PX-26000003","CDM","96365","CPT","0900","RC","","","","outpatient","","","800.00","600.00","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS HMO / PPO / INDEM","480.00","60","","200.61","200.61","209.48","418","480","480","percent of total billed charges",""
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","both","","","376.00","282.00","MEDICARE [2001]","HB MCL MEDICARE","287.03","","APC Price ($287.03). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","287.06","287.06","287.06","39","270.72","287.03","other","OPPS APC"
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","both","","","376.00","282.00","MGB HEALTH PLAN [150001]","HB MCL MEDICARE","287.03","","APC Price ($287.03). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","262.09","262.09","262.09","1 through 10","270.72","287.03","other","OPPS APC"
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","both","","","376.00","282.00","UNITED HEALTHCARE [1016]","HB MCL MEDICARE","287.03","","APC Price ($287.03). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","628.77","628.77","628.77","1 through 10","270.72","287.03","other","OPPS APC"
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","outpatient","","","376.00","282.00","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","201.95","53.71","","282.47","282.47","282.47","1 through 10","188","829","percent of total billed charges",""
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","outpatient","","","376.00","282.00","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","287.03","","APC Price ($287.03). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present.","291.16","287.06","291.16","1 through 10","188","829","other","OPPS APC"
"MRI Brain","PX-98301597","CDM","70551","CPT","0983","RC","","","","outpatient","","","376.00","282.00","TUFTS HEALTH PUBLIC PLANS [1013]","HB MCL MEDICAID","243.65","64.8","","411.27","411.27","411.27","1 through 10","188","829","percent of total billed charges",""
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","both","","","578.00","433.50","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","415.63","415.63","415.63","1 through 10","416.16","424.07","other","OPPS APC"
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","both","","","578.00","433.50","MEDICARE [2001]","HB MCL MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","424.11","419.73","1015.16","39","416.16","424.07","other","OPPS APC"
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","both","","","578.00","433.50","UNITED HEALTHCARE [1016]","HB MCL MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","419.87","419.87","419.87","1 through 10","416.16","424.07","other","OPPS APC"
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","outpatient","","","578.00","433.50","FALLON HEALTH [1008]","HB MCL MEDICAID","374.54","64.8","","1697.00","1697.00","1697.00","1 through 10","289","1200.44","percent of total billed charges",""
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","outpatient","","","578.00","433.50","MASSHEALTH [3001]","HB MCL MEDICAID","374.54","64.8","","2026.00","2026.00","2026.00","1 through 10","289","1200.44","percent of total billed charges",""
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","outpatient","","","578.00","433.50","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present.","458.44","458.44","458.44","1 through 10","289","1200.44","other","OPPS APC"
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","outpatient","","","578.00","433.50","TUFTS HEALTH PUBLIC PLANS [1013]","HB MCL MEDICAID","374.54","64.8","","819.12","819.12","819.12","1 through 10","289","1200.44","percent of total billed charges",""
"MRI Brain Combo","PX-98301599","CDM","70553","CPT","0983","RC","","","","outpatient","","","578.00","433.50","WELLSENSE [1003]","HB MCL MEDICAID","374.54","64.8","","458.09","458.09","458.09","1 through 10","289","1200.44","percent of total billed charges",""
"MRI Brain W&W/O Cont","PX-61000018","CDM","70553","CPT","0611","RC","","","","both","","","5654.00","4240.50","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","415.63","415.63","415.63","1 through 10","424.07","4070.88","other","OPPS APC"
"MRI Brain W&W/O Cont","PX-61000018","CDM","70553","CPT","0611","RC","","","","both","","","5654.00","4240.50","MEDICARE [2001]","HB MCL MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","424.11","419.73","1015.16","39","424.07","4070.88","other","OPPS APC"
