"hospital_name","last_updated_on","version","location_name","hospital_address","type_2_npi","license_number|MD","To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.","attester_name"
"The Johns Hopkins Hospital","2026-04-01","3.0.0","The Johns Hopkins Hospital","600 North  Wolfe Street, Baltimore, MD 21287","1578597993","30034","true","Ed Beranek"
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","billing_class","setting","drug_unit_of_measurement","drug_type_of_measurement","modifiers","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|methodology","standard_charge|min","standard_charge|max","additional_generic_notes"
"NDC Description Not Available","636","RC","8290306510","NDC","","","facility","both","1","EA","","0.6","0.6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","6425333335","NDC","","","facility","both","1","EA","","0.02","0.02","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","6425333333","NDC","","","facility","both","1","EA","","0.03","0.03","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","6332355701","NDC","","","facility","both","1","EA","","4.07","4.07","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","8290306424","NDC","","","facility","both","1","EA","","0.25","0.25","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","8290306423","NDC","","","facility","both","1","EA","","0.44","0.44","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","8290306413","NDC","","","facility","both","1","EA","","0.02","0.02","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Isentress: 60 Tablet, Film Coated In 1 Bottle (0006-0227-61)","637","RC","0006-0227-61","NDC","","","facility","both","1","EA","","57.63","57.63","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methylphenidate Hydrochloride: 100 Tablet, Extended Release In 1 Bottle (13811-709-10)","637","RC","13811-709-10","NDC","","","facility","both","1","EA","","1.45","1.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Citalopram: 100 Tablet, Film Coated In 1 Bottle (13668-011-01)","637","RC","13668-011-01","NDC","","","facility","both","1","EA","","0.1","0.1","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Isosorbide Mononitrate: 100 Tablet, Extended Release In 1 Bottle (13668-106-01)","637","RC","13668-106-01","NDC","","","facility","both","1","EA","","0.35","0.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methylphenidate Hydrochloride: 100 Tablet, Extended Release In 1 Bottle (13811-708-10)","637","RC","13811-708-10","NDC","","","facility","both","1","EA","","1.3","1.3","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methylphenidate Hydrochloride: 100 Tablet, Extended Release In 1 Bottle (13811-707-10)","637","RC","13811-707-10","NDC","","","facility","both","1","EA","","1.25","1.25","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methylphenidate Hydrochloride: 100 Tablet, Extended Release In 1 Bottle (13811-706-10)","637","RC","13811-706-10","NDC","","","facility","both","1","EA","","0.96","0.96","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Rosuvastatin Calcium: 90 Tablet In 1 Bottle (13668-720-90)","637","RC","13668-720-90","NDC","","","facility","both","1","EA","","0.12","0.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Sacubitril And Valsartan: 60 Tablet In 1 Bottle (13668-636-60)","637","RC","13668-636-60","NDC","","","facility","both","1","EA","","2.36","2.36","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Sacubitril And Valsartan: 60 Tablet In 1 Bottle (13668-634-60)","637","RC","13668-634-60","NDC","","","facility","both","1","EA","","2.36","2.36","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Tadalafil: 30 Tablet In 1 Bottle (13668-581-30)","637","RC","13668-581-30","NDC","","","facility","both","1","EA","","1.98","1.98","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aripiprazole: 30 Tablet In 1 Bottle (13668-221-30)","637","RC","13668-221-30","NDC","","","facility","both","1","EA","","0.47","0.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aripiprazole: 30 Tablet In 1 Bottle (13668-216-30)","637","RC","13668-216-30","NDC","","","facility","both","1","EA","","0.39","0.39","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Transderm Scop: 1 Patch In 1 Pouch (10019-553-90)  / 3 D In 1 Patch","637","RC","10019-553-90","NDC","","","facility","both","1","EA","","17.44","17.44","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"GRAFCO: 12 TUBE in 1 BOX (12165-100-03)  / 100 STICK in 1 TUBE","637","RC","12165-100-03","NDC","","","facility","both","1","EA","","0.67","0.67","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Grafco Applicator 15 Cm: 100 Stick In 1 Tube (12165-100-01)","637","RC","12165-100-01","NDC","","","facility","both","1","EA","","0.78","0.78","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Critic Aid Clear Af: 57 G In 1 Tube (11701-067-23)","637","RC","11701-067-23","NDC","","","facility","both","1","EA","","11.39","11.39","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Pvp Iodine Prep Swabstick Ones And Threes: 25 Packet In 1 Box (10819-3885-2)  / 7 Ml In 1 Packet","637","RC","10819-3885-2","NDC","","","facility","both","1","EA","","0.22","0.22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ursodiol: 100 Capsule In 1 Bottle (10702-237-01)","637","RC","10702-237-01","NDC","","","facility","both","1","EA","","1.12","1.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Oxybutynin Chloride: 100 Tablet In 1 Bottle, Plastic (10702-201-01)","637","RC","10702-201-01","NDC","","","facility","both","1","EA","","0.15","0.15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Lorazepam: 500 Tablet In 1 Bottle (13107-084-05)","637","RC","13107-084-05","NDC","","","facility","both","1","EA","","0.07","0.07","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Lorazepam: 500 Tablet In 1 Bottle (13107-083-05)","637","RC","13107-083-05","NDC","","","facility","both","1","EA","","0.06","0.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Trazodone Hydrochloride: 100 Tablet In 1 Bottle (13107-079-01)","637","RC","13107-079-01","NDC","","","facility","both","1","EA","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Mirtazapine: 30 Tablet, Film Coated In 1 Bottle (13107-001-30)","637","RC","13107-001-30","NDC","","","facility","both","1","EA","","1.41","1.41","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","637","RC","12496-1208-1","NDC","","","facility","both","1","EA","","14.91","14.91","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Phenazopyridine Hydrochloride: 100 TABLET, FILM COATED in 1 BOTTLE (10135-620-01) ","637","RC","10135-620-01","NDC","","","facility","both","1","EA","","1.06","1.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ferriprox: 500 Ml In 1 Bottle, Plastic (10122-101-50)","637","RC","10122-101-50","NDC","","","facility","both","1","EA","","627.84","627.84","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ropinirole: 100 Tablet, Film Coated In 1 Bottle (10135-676-01)","637","RC","10135-676-01","NDC","","","facility","both","1","EA","","0.14","0.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Peg-3350, Sodium Chloride, Sodium Bicarbonate And Potassium Chloride: 4 L In 1 Bottle (10572-302-01)","637","RC","10572-302-01","NDC","","","facility","both","1","EA","","43.2","43.2","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aspirin 81 mg Enteric Coated: 120 TABLET in 1 BOTTLE (10135-689-62) ","637","RC","10135-689-62","NDC","","","facility","both","1","EA","","0.01","0.01","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ropinirole: 100 Tablet, Film Coated In 1 Bottle (10135-679-01)","637","RC","10135-679-01","NDC","","","facility","both","1","EA","","0.16","0.16","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Desmopressin Acetate: 100 Tablet In 1 Bottle (10702-170-01)","637","RC","10702-170-01","NDC","","","facility","both","1","EA","","0.8","0.8","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Isradipine: 100 Capsule In 1 Bottle (16252-540-01)","637","RC","16252-540-01","NDC","","","facility","both","1","EA","","1.53","1.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Clonazepam: 500 Tablet In 1 Bottle, Plastic (16729-137-16)","637","RC","16729-137-16","NDC","","","facility","both","1","EA","","0.04","0.04","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Clonazepam: 500 Tablet In 1 Bottle, Plastic (16729-136-16)","637","RC","16729-136-16","NDC","","","facility","both","1","EA","","0.05","0.05","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Tacrolimus: 1 Tube In 1 Carton (16729-421-10)  / 30 G In 1 Tube","637","RC","16729-421-10","NDC","","","facility","both","1","EA","","103.9","103.9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Acetazolamide: 100 Capsule, Extended Release In 1 Bottle (16729-331-01)","637","RC","16729-331-01","NDC","","","facility","both","1","EA","","0.67","0.67","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ezetimibe: 30 Tablet In 1 Bottle (16714-813-01)","637","RC","16714-813-01","NDC","","","facility","both","1","EA","","0.4","0.4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"New Day: 1 Blister Pack In 1 Carton (16714-809-01)  / 1 Tablet In 1 Blister Pack","637","RC","16714-809-01","NDC","","","facility","both","1","EA","","19.4","19.4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Sumatriptan: 1 Blister Pack In 1 Carton (16714-798-01)  / 9 Tablet In 1 Blister Pack","637","RC","16714-798-01","NDC","","","facility","both","1","EA","","1.47","1.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Sumatriptan: 1 Blister Pack In 1 Carton (16714-797-01)  / 9 Tablet In 1 Blister Pack","637","RC","16714-797-01","NDC","","","facility","both","1","EA","","2.35","2.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Sumatriptan: 1 Blister Pack In 1 Carton (16714-796-01)  / 9 Tablet In 1 Blister Pack","637","RC","16714-796-01","NDC","","","facility","both","1","EA","","1.48","1.48","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Terbinafine: 30 Tablet In 1 Bottle (16714-795-01)","637","RC","16714-795-01","NDC","","","facility","both","1","EA","","0.27","0.27","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Atomoxetine: 30 Capsule In 1 Bottle (16714-759-01)","637","RC","16714-759-01","NDC","","","facility","both","1","EA","","3.6","3.6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Ziprasidone: 60 Capsule In 1 Bottle (16714-835-01)","637","RC","16714-835-01","NDC","","","facility","both","1","EA","","1.12","1.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Rosuvastatin Calcium: 30 Tablet, Film Coated In 1 Bottle (16714-991-01)","637","RC","16714-991-01","NDC","","","facility","both","1","EA","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-990-01)","637","RC","16714-990-01","NDC","","","facility","both","1","EA","","0.15","0.15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-989-01)","637","RC","16714-989-01","NDC","","","facility","both","1","EA","","0.09","0.09","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-988-01)","637","RC","16714-988-01","NDC","","","facility","both","1","EA","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Triamcinolone Acetonide: 1 Tube In 1 Carton (16714-985-02)  / 80 G In 1 Tube","637","RC","16714-985-02","NDC","","","facility","both","1","EA","","8.07","8.07","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate: 100 Tablet In 1 Bottle (16714-950-01)","637","RC","16714-950-01","NDC","","","facility","both","1","EA","","0.48","0.48","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Permethrin: 1 Tube In 1 Container (16714-897-01)  / 60 G In 1 Tube","637","RC","16714-897-01","NDC","","","facility","both","1","EA","","26.9","26.9","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Clobazam: 100 Tablet In 1 Bottle (16714-887-01)","637","RC","16714-887-01","NDC","","","facility","both","1","EA","","0.6","0.6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Lidocaine: 1 Tube In 1 Carton (16714-878-01)  / 35.44 G In 1 Tube","637","RC","16714-878-01","NDC","","","facility","both","1","EA","","13.53","13.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Bupropion Hydrochloride: 30 Tablet, Extended Release In 1 Bottle (16729-443-10)","637","RC","16729-443-10","NDC","","","facility","both","1","EA","","0.22","0.22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nystatin: 72 Cup, Unit-Dose In 1 Box, Unit-Dose (17856-1045-1)  / 5 Ml In 1 Cup, Unit-Dose (17856-1045-2)","637","RC","17856-1045-1","NDC","","","facility","both","1","EA","","7.64","7.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Gavilax: 72 Pouch In 1 Case (17856-0312-6)  / 4.5 G In 1 Pouch","637","RC","17856-0312-6","NDC","","","facility","both","1","EA","","2.72","2.72","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Gavilax: 50 Cup In 1 Case (17856-0312-5)  / 8.5 G In 1 Cup","637","RC","17856-0312-5","NDC","","","facility","both","1","EA","","25.25","25.25","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Gavilax: 8.5 G In 1 Bag (17856-0312-2)","637","RC","17856-0312-2","NDC","","","facility","both","1","EA","","2.96","2.96","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nifedipine: 100 Capsule In 1 Bottle (23155-194-01)","637","RC","23155-194-01","NDC","","","facility","both","1","EA","","0.52","0.52","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Verapamil Hydrochloride: 100 Tablet In 1 Bottle (23155-026-01)","637","RC","23155-026-01","NDC","","","facility","both","1","EA","","0.09","0.09","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Mupirocin: 1 Tube In 1 Carton (21922-029-04)  / 15 G In 1 Tube","637","RC","21922-029-04","NDC","","","facility","both","1","EA","","41.5","41.5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Permethrin: 1 Tube In 1 Carton (21922-021-07)  / 60 G In 1 Tube","637","RC","21922-021-07","NDC","","","facility","both","1","EA","","49.79","49.79","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Clobetasol Propionate: 1 Tube In 1 Carton (21922-017-05)  / 30 G In 1 Tube","637","RC","21922-017-05","NDC","","","facility","both","1","EA","","13.18","13.18","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Atomoxetine: 30 Capsule In 1 Bottle (16714-758-01)","637","RC","16714-758-01","NDC","","","facility","both","1","EA","","3.18","3.18","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Dermoplast Pain Relieving: 78 G In 1 Can (16864-680-01)","637","RC","16864-680-01","NDC","","","facility","both","1","EA","","10.45","10.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Levothyroxine Sodium: 90 Tablet In 1 Bottle (16729-449-15)","637","RC","16729-449-15","NDC","","","facility","both","1","EA","","0.1","0.1","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Levothyroxine Sodium: 90 Tablet In 1 Bottle (16729-447-15)","637","RC","16729-447-15","NDC","","","facility","both","1","EA","","0.13","0.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Atomoxetine: 30 Capsule In 1 Bottle (16714-757-01)","637","RC","16714-757-01","NDC","","","facility","both","1","EA","","3.28","3.28","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aripiprazole: 30 Tablet In 1 Bottle (16714-143-01)","637","RC","16714-143-01","NDC","","","facility","both","1","EA","","0.26","0.26","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aripiprazole: 30 Tablet In 1 Bottle (16714-142-01)","637","RC","16714-142-01","NDC","","","facility","both","1","EA","","0.31","0.31","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Aripiprazole: 30 Tablet In 1 Bottle (16714-141-01)","637","RC","16714-141-01","NDC","","","facility","both","1","EA","","0.38","0.38","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Hydroxychloroquine Sulfate: 100 Tablet, Film Coated In 1 Bottle (16714-110-01)","637","RC","16714-110-01","NDC","","","facility","both","1","EA","","0.33","0.33","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Tizanidine: 150 Tablet In 1 Bottle (16714-172-01)","637","RC","16714-172-01","NDC","","","facility","both","1","EA","","0.14","0.14","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Lamotrigine: 60 Tablet In 1 Bottle (16714-197-01)","637","RC","16714-197-01","NDC","","","facility","both","1","EA","","0.13","0.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Lamotrigine: 60 Tablet In 1 Bottle (16714-196-01)","637","RC","16714-196-01","NDC","","","facility","both","1","EA","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Guanfacine: 100 Tablet, Extended Release In 1 Bottle (16714-192-01)","637","RC","16714-192-01","NDC","","","facility","both","1","EA","","0.64","0.64","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","637","RC","16714-186-01","NDC","","","facility","both","1","EA","","14.8","14.8","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","637","RC","16714-185-01","NDC","","","facility","both","1","EA","","5.48","5.48","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Mupirocin: 1 Tube In 1 Carton (16714-055-01)  / 15 G In 1 Tube","637","RC","16714-055-01","NDC","","","facility","both","1","EA","","187.86","187.86","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
