hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Brigham and Women's Faulkner Hospital,2026-03-27,3.0.0,Brigham and Women's Faulkner Hospital,1153 Centre St Boston MA 02130-3446,2048,1578677811,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC","392","MS-DRG","","","","","","","","inpatient","","","22698.52","17023.89","BLUE CROSS BLUE SHIELD [110001]","HB BWF MEDICARE","7517.37","","Case rate ($7,517.37). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.302, exceeds $7,529.08, add-ons for qualifying new technology services are included. If operating cost exceeds $53,052.81 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.017, exceeds $3,111.92, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 2.5. The base transfer operating payment is the transfer adjustment factor * $6,627.00 + an uncompensated DSH payment of $339.24. The transfer operating threshold is the transfer adjustment factor * $7,189.84 + an uncompensated DSH payment of $339.24. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $551.15. The transfer capital threshold is the transfer adjustment factor * $551.15. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Reimbursement is multiplied by 99% as per the Hospital Acquired Conditions (HAC) program.","7881.90","7881.90","7881.90","1 through 10","7367.02","8002.59","other","Inpatient Replacement Plans DRG"
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC","392","MS-DRG","","","","","","","","inpatient","","","22698.52","17023.89","COMMONWEALTH CARE ALLIANCE [1007]","HB BWF TUFTS + COMM CARE ALLIANCE MCARE","7367.02","","Case rate ($7,517.37). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.302, exceeds $7,529.08, add-ons for qualifying new technology services are included. If operating cost exceeds $53,052.81 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.017, exceeds $3,111.92, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 2.5. The base transfer operating payment is the transfer adjustment factor * $6,627.00 + an uncompensated DSH payment of $339.24. The transfer operating threshold is the transfer adjustment factor * $7,189.84 + an uncompensated DSH payment of $339.24. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $551.15. The transfer capital threshold is the transfer adjustment factor * $551.15. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Reimbursement is multiplied by 99% as per the Hospital Acquired Conditions (HAC) program. Final payment is multiplied by 98%.","7218.07","7218.07","7236.82","1 through 10","7367.02","8002.59","other","Inpatient DRG"
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC","392","MS-DRG","","","","","","","","inpatient","","","22698.52","17023.89","MEDICARE [2001]","HB BWF MEDICARE","7517.37","","Case rate ($7,517.37). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.302, exceeds $7,529.08, add-ons for qualifying new technology services are included. If operating cost exceeds $53,052.81 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.017, exceeds $3,111.92, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 2.5. The base transfer operating payment is the transfer adjustment factor * $6,627.00 + an uncompensated DSH payment of $339.24. The transfer operating threshold is the transfer adjustment factor * $7,189.84 + an uncompensated DSH payment of $339.24. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $551.15. The transfer capital threshold is the transfer adjustment factor * $551.15. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Reimbursement is multiplied by 99% as per the Hospital Acquired Conditions (HAC) program.","7957.73","0.03","8010.06","100","7367.02","8002.59","other","Inpatient Replacement Plans DRG"
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC","392","MS-DRG","","","","","","","","inpatient","","","22698.52","17023.89","TUFTS HEALTH PLAN [170001]","HB BWF TUFTS + COMM CARE ALLIANCE MCARE","7367.02","","Case rate ($7,517.37). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.302, exceeds $7,529.08, add-ons for qualifying new technology services are included. If operating cost exceeds $53,052.81 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.017, exceeds $3,111.92, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 2.5. The base transfer operating payment is the transfer adjustment factor * $6,627.00 + an uncompensated DSH payment of $339.24. The transfer operating threshold is the transfer adjustment factor * $7,189.84 + an uncompensated DSH payment of $339.24. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $551.15. The transfer capital threshold is the transfer adjustment factor * $551.15. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Reimbursement is multiplied by 99% as per the Hospital Acquired Conditions (HAC) program. Final payment is multiplied by 98%.","7208.17","7198.55","7890.85","1 through 10","7367.02","8002.59","other","Inpatient DRG"
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC","392","MS-DRG","","","","","","","","inpatient","","","22698.52","17023.89","UNITED HEALTHCARE [1016]","HB BWF UNITED MEDICARE REPLACEMENT","7367.02","","Case rate ($7,517.37). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.302, exceeds $7,529.08, add-ons for qualifying new technology services are included. If operating cost exceeds $53,052.81 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.017, exceeds $3,111.92, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 2.5. The base transfer operating payment is the transfer adjustment factor * $6,627.00 + an uncompensated DSH payment of $339.24. The transfer operating threshold is the transfer adjustment factor * $7,189.84 + an uncompensated DSH payment of $339.24. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $551.15. The transfer capital threshold is the transfer adjustment factor * $551.15. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Reimbursement is multiplied by 99% as per the Hospital Acquired Conditions (HAC) program. Final payment is multiplied by 98%.","7184.55","7184.55","7204.18","1 through 10","7367.02","8002.59","other","Inpatient DRG"
"Esophagoscopy W/Dilate Balloon","PX-75000081","CDM","43220","CPT","0750","RC","","","","outpatient","","","3406.00","2554.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","1696.30","","Case rate ($1,696.30). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","2401.96","2401.96","2401.96","1 through 10","1335.02","2672.01","other","ASC "
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","AETNA [1001]","HB BWF AETNA MEDICARE REPLACEMENT","855.89","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 103%.","855.43","855.43","855.43","1 through 10","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","CENTERS OF EXCELLENCE [1026]","HB BWF MEDICARE","830.96","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","824.98","824.98","824.98","1 through 10","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","COMMONWEALTH CARE ALLIANCE [1007]","HB BWF TUFTS + COMM CARE ALLIANCE MCARE","814.34","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 98%.","817.66","747.44","817.66","1 through 10","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","GENERIC MEDICARE REPLACEMENT [1010]","HB BWF MEDICARE","830.96","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","753.54","753.54","753.54","1 through 10","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","MEDICARE [2001]","HB BWF MEDICARE","830.96","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","830.96","762.69","1661.92","18","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","TUFTS HEALTH PLAN [170001]","HB BWF TUFTS + COMM CARE ALLIANCE MCARE","814.34","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 98%.","817.66","817.66","817.66","1 through 10","789.41","4711.25","other","OPPS APC"
"Esrd Emergent Hemodialysis OP","PX-82000033","CDM","G0257","HCPCS","0829","RC","","","","both","","","4954.00","3715.50","UNITED HEALTHCARE [1016]","HB BWF UNITED MEDICARE REPLACEMENT","814.34","","APC Price ($830.96). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 98%.","750.49","750.49","817.67","1 through 10","789.41","4711.25","other","OPPS APC"
"Ethchlorvynol (Quantitative Alcohols)","PX-30002959","CDM","80320","CPT","0301","RC","","","","both","","","85.00","63.75","PHCS MULTIPLAN [1022]","HB CH CLARITEV (PRIMARY PPO)","62.05","73","","47.06","47.06","47.06","1 through 10","37.78","445.13","percent of total billed charges",""
"Eua Pelvic Exam","PX-76001359","CDM","57410","CPT","0761","RC","","","","both","","","4625.00","3468.75","MEDICARE [2001]","HB BWF MEDICARE","3775.50","","APC Price ($3,775.50). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","3775.88","3775.88","3775.88","1 through 10","1984.13","3888.77","other","OPPS APC"
"Eus Guided Drainage Stomach to Jejunum With Stent","PX-75000476","CDM","43999","CPT","0750","RC","","","","both","","","2617.00","1962.75","WELLPOINT [1015]","HB CH WELLPOINT","2038.90","77.91","","2383.28","2383.28","2383.28","1 through 10","1057.74","2488.77","percent of total billed charges",""
"Evaluate Speech Production","PX-44000059","CDM","92522","CPT","0444","RC","","","","both","","","509.00","381.75","AETNA [1001]","HB CH AETNA HMO / PPO","296.75","58.3","","280.67","280.67","280.67","1 through 10","117.48","469.71","percent of total billed charges",""
"Evaluate Speech Production","PX-44000059","CDM","92522","CPT","0444","RC","","","","both","","","509.00","381.75","UNITED HEALTHCARE [1016]","HB BWF UNITED MEDICARE REPLACEMENT","117.48","","Practice Expense (PE) is calculated as PE = 4 * (Full Fee Schedule Amount - Reduced Fee Schedule Amount). If the service has the largest PE of all therapy procedures for the service date, it is reimbursed at the full fee schedule amount ($119.88). Only one unit of the service will be reimbursed at this amount for that service date. Otherwise, it will be reimbursed at the reduced fee schedule amount ($93.16). Each line will be capped at the line billed amount. Final payment is multiplied by 98%.","118.49","118.49","118.49","1 through 10","117.48","469.71","fee schedule",""
"Exc Cyst Pilonidal Smp","PX-76000098","CDM","11770","CPT","0761","RC","","","","both","","","5840.00","4380.00","MEDICARE [2001]","HB BWF MEDICARE","3639.81","","APC Price ($3,639.81). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","3398.86","3398.86","3398.86","1 through 10","2140.46","4549.94","other","OPPS APC"
"Exc Cyst Pilonidal Smp","PX-76000098","CDM","11770","CPT","0761","RC","","","","outpatient","","","5840.00","4380.00","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","2719.71","","Case rate ($2,719.71). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","3932.70","3932.70","3932.70","1 through 10","2140.46","7178","other","ASC "
"Exc Cyst/Lesn Breast","PX-76000252","CDM","19120","CPT","0761","RC","","","","both","","","6638.00","4978.50","HARVARD PILGRIM ALTERNATE [120002]","HB CH HPHC ALLIANCE PPO PREFERRED B","2534.41","","Case rate ($2,534.41). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 259%, 129.5 procedures at 0%.","6564.12","6564.12","6564.12","1 through 10","2534.41","5171.67","other","Multiple Surgery"
"Exc Cyst/Lesn Breast|BILATERAL PROCEDURE","PX-76000252","CDM","19120","CPT","0761","RC","","","50","outpatient","","","6638.00","4978.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","4830.41","","Case rate ($4,830.41). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","6839.86","6839.86","6839.86","1 through 10","4830.41","13351.09","other","ASC "
"Exc Cyst/Tumor Vaginal","PX-76001348","CDM","57135","CPT","0761","RC","","","","both","","","4625.00","3468.75","AETNA [1001]","HB CH AETNA HMO / PPO","2696.38","58.3","","2343.98","2343.98","2343.98","1 through 10","1984.13","3888.77","percent of total billed charges",""
"Exc Cyst/Tumor Vaginal","PX-76001348","CDM","57135","CPT","0761","RC","","","","both","","","4625.00","3468.75","HARVARD PILGRIM ALTERNATE [120002]","HB CH HPHC ALLIANCE PPO PREFERRED B","2125.14","","Case rate ($2,125.14). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 259%, 129.5 procedures at 0%.","11008.22","11008.22","11008.22","1 through 10","1984.13","3888.77","other","Multiple Surgery"
"Exc Cyst/Tumor Vaginal","PX-76001348","CDM","57135","CPT","0761","RC","","","","outpatient","","","4625.00","3468.75","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","2700.25","","Case rate ($2,700.25). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","3823.55","3823.55","3823.55","1 through 10","2125.14","4472.66","other","ASC "
"Exc Cyst/Tumor Vaginal","PX-76001348","CDM","57135","CPT","0761","RC","","","","outpatient","","","4625.00","3468.75","CIGNA [1006]","HB CH CIGNA HMO / PPO","2742.63","59.3","","9890.51","9890.51","9890.51","1 through 10","2125.14","4472.66","percent of total billed charges",""
"Exc Cyst/Tumor Vaginal","PX-76001348","CDM","57135","CPT","0761","RC","","","","outpatient","","","4625.00","3468.75","HARVARD PILGRIM ALTERNATE [120002]","HB CH HPHC PPO / PREFERRED A","2125.14","","Case rate ($2,125.14). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 247%, 123.5 procedures at 0%.","5249.10","5249.10","5249.10","1 through 10","2125.14","4472.66","other","Multiple Surgery"
"Exc Hidradenitis Ingunial Smp","PX-76000067","CDM","11462","CPT","0761","RC","","","","both","","","5840.00","4380.00","MGB HEALTH PLAN [150001]","HB BWF MGBHP EMPLOYEE PPO","","","Payment is accumulated by procedure count, in order of descending billed amounts. Procedure 1, Per diem ($2,216). Procedure 2, Per diem ($1,108). Procedures 3 - 9999, Per diem ($554).","2216.00","2216.00","2216.00","1 through 10","2140.46","4549.94","per diem",""
"Exc Lesn Bgn Sclp/Hnd/Gen <0.5cm","PX-76000053","CDM","11420","CPT","0761","RC","","","","outpatient","","","2156.00","1617.00","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","1572.96","","Case rate ($1,572.96). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","2274.50","1137.25","2274.50","1 through 10","1078","1873.9","other","ASC "
"Exc Lesn Bgn Sclp/Hnd/Gen 0.6-1.0cm","PX-76000054","CDM","11421","CPT","0761","RC","","","","both","","","1306.00","979.50","MEDICARE [2001]","HB BWF MEDICARE","835.47","","APC Price ($835.47). If the procedure is the highest rate for the service date, then the payment is multiplied by ( 1 plus (0.5 times the quantity minus 1 )) divided by the quantity. Otherwise the payment is multiplied by 0.5. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","835.56","417.78","835.56","1 through 10","560.27","1707.36","other","OPPS APC"
"Exc Lesn Bgn Sclp/Hnd/Gen 0.6-1.0cm","PX-76000054","CDM","11421","CPT","0761","RC","","","","outpatient","","","1306.00","979.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS HMO","662.51","","Case rate ($662.51). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.4%, 72.2 procedures at 0%.","1990.00","1990.00","1990.00","1 through 10","579.34","1873.9","other","ASC "
"Exc Lesn Bgn Sclp/Hnd/Gen 1.1-2.0cm","PX-76000055","CDM","11422","CPT","0761","RC","","","","outpatient","","","1306.00","979.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS HMO","1572.96","","Case rate ($1,572.96). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.4%, 72.2 procedures at 0%.","2985.00","2985.00","2985.00","1 through 10","653","1873.9","other","ASC "
"Exc Lesn Bgn Sclp/Hnd/Gen 1.1-2.0cm","PX-76000055","CDM","11422","CPT","0761","RC","","","","outpatient","","","1306.00","979.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","1572.96","","Case rate ($1,572.96). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","5283.00","2274.50","5283.00","1 through 10","653","1873.9","other","ASC "
"Exc Lesn Bgn Sclp/Hnd/Gen 2.1-3.0cm","PX-76000056","CDM","11423","CPT","0761","RC","","","","outpatient","","","3854.00","2890.50","HARVARD PILGRIM [120001]","HB CH HPHC PPO / PREFERRED A","1237.95","","Case rate ($1,237.95). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 247%, 123.5 procedures at 0%.","1528.87","1528.87","1528.87","1 through 10","1237.95","4472.66","other","Multiple Surgery"
"Exc Lesn Bgn Sclp/Hnd/Gen 3.1-4.0cm","PX-76000057","CDM","11424","CPT","0761","RC","","","","both","","","3854.00","2890.50","WELLPOINT [1015]","HB CH WELLPOINT","3002.65","77.91","","9682.54","9682.54","9682.54","1 through 10","1237.95","3002.65","percent of total billed charges",""
"Exc Lesn Bgn Trunk/Arm/Leg .6-1.0cm","PX-76000048","CDM","11401","CPT","0761","RC","","","","both","","","1306.00","979.50","UNITED HEALTHCARE [1016]","HB BWF UNITED MEDICARE REPLACEMENT","464.93","","APC Price ($474.42). If the procedure is the highest rate for the service date, then the payment is multiplied by ( 1 plus (0.5 times the quantity minus 1 )) divided by the quantity. Otherwise the payment is multiplied by 0.5. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.256). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement. Final payment is multiplied by 98%.","474.47","474.47","474.47","1 through 10","314.08","1017.5","other","OPPS APC"
"Exc Lesn Bgn Trunk/Arm/Leg .6-1.0cm","PX-76000048","CDM","11401","CPT","0761","RC","","","","outpatient","","","1306.00","979.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS HMO","359.17","","Case rate ($359.17). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.4%, 72.2 procedures at 0%.","4051.40","3522.00","4051.40","1 through 10","314.08","1024.56","other","ASC "
"Exc Lesn Bgn Trunk/Arm/Leg .6-1.0cm","PX-76000048","CDM","11401","CPT","0761","RC","","","","outpatient","","","1306.00","979.50","BLUE CROSS BLUE SHIELD [110001]","HB CH BLUE CROSS PPO","359.17","","Case rate ($359.17). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 144.6%, 72.3 procedures at 0%.","508.58","254.29","508.58","1 through 10","314.08","1024.56","other","ASC "
