hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Massachusetts Eye and Ear,2026-03-27,3.0.0,Massachusetts Eye and Ear,243 Charles St Boston MA 02114,2167,1639101751,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"CT Abdomen & Pevis With Contrast","PX-35000077","CDM","74177","CPT","0352","RC","","","","both","","","1463.00","1097.25","BLUE CROSS BLUE SHIELD [110001]","HB MEE MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","170.47","152.76","170.47","1 through 10","385.88","1730.92","other","OPPS APC"
"CT Abdomen & Pevis With Contrast","PX-35000077","CDM","74177","CPT","0352","RC","","","","both","","","1463.00","1097.25","HARVARD PILGRIM [120001]","HB MEE HARVARD PILGRIM","385.88","","Case rate ($385.88). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","1234.82","1092.04","1234.82","1 through 10","385.88","1730.92","other","Multiple Radiology"
"CT Abdomen & Pevis With Contrast","PX-35000077","CDM","74177","CPT","0352","RC","","","","both","","","1463.00","1097.25","HARVARD PILGRIM ALTERNATE [120002]","HB MEE HARVARD PILGRIM","385.88","","Case rate ($385.88). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","1092.04","1092.04","1092.04","1 through 10","385.88","1730.92","other","Multiple Radiology"
"CT Abdomen & Pevis With Contrast","PX-35000077","CDM","74177","CPT","0352","RC","","","","both","","","1463.00","1097.25","MEDICARE [2001]","HB MEE MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","424.11","419.73","424.11","1 through 10","385.88","1730.92","other","OPPS APC"
"CT Abdomen & Pevis With Contrast","PX-35000077","CDM","74177","CPT","0352","RC","","","","both","","","1463.00","1097.25","UNITED HEALTHCARE [1016]","HB MEE MEDICARE","424.07","","APC Price ($424.07). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","418.63","418.63","418.63","1 through 10","385.88","1730.92","other","OPPS APC"
"CT Abdomen W/Contrast","PX-35000072","CDM","74160","CPT","0352","RC","","","","both","","","1607.00","1205.25","MEDICARE [2001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","211.41","211.41","211.41","1 through 10","201.74","1173.11","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","1468.00","1101.00","BLUE CROSS BLUE SHIELD [110001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","210.72","210.72","210.72","1 through 10","201.74","1244.13","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","1468.00","1101.00","HARVARD PILGRIM [120001]","HB MEE HARVARD PILGRIM","201.74","","Case rate ($201.74). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","645.57","645.57","645.57","1 through 10","201.74","1244.13","other","Multiple Radiology"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","1468.00","1101.00","MEDICARE [2001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","516.73","211.41","516.73","1 through 10","201.74","1244.13","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","1468.00","1101.00","TUFTS HEALTH PUBLIC PLANS [1013]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","971.80","971.80","971.80","1 through 10","201.74","1244.13","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","both","","","1468.00","1101.00","UNITED HEALTHCARE [1016]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","511.40","506.90","511.40","1 through 10","201.74","1244.13","other","OPPS APC"
"CT Head W&W/O Contrast","PX-35000011","CDM","70470","CPT","0351","RC","","","","outpatient","","","1468.00","1101.00","BLUE CROSS BLUE SHIELD [110001]","HB MEE BLUE CROSS","686.56","","Case rate ($686.56). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","686.56","686.56","686.56","1 through 10","516.52","941.1","other","Multiple Imaging"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","COMMONWEALTH CARE ALLIANCE [1007]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","508.46","508.46","508.46","1 through 10","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","ELDER SERVICES [1037]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","506.40","480.02","506.40","1 through 10","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","FALLON HEALTH [1008]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","512.40","512.40","512.40","1 through 10","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","HARVARD PILGRIM [120001]","HB MEE HARVARD PILGRIM","201.74","","Case rate ($201.74). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","645.57","322.79","645.57","1 through 10","201.74","1050.74","other","Multiple Radiology"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","HUMANA [1012]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","510.53","510.53","510.53","1 through 10","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","MEDICARE [2001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","516.73","489.82","1550.19","77","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","TUFTS HEALTH PLAN [170001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","509.20","482.02","629.94","12","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","both","","","1216.00","912.00","UNITED HEALTHCARE [1016]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","506.40","207.18","510.40","1 through 10","201.74","1050.74","other","OPPS APC"
"CT Head W/Contrast","PX-35000010","CDM","70460","CPT","0351","RC","","","","outpatient","","","1216.00","912.00","BLUE CROSS BLUE SHIELD [110001]","HB MEE BLUE CROSS","686.56","","Case rate ($686.56). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","343.28","328.98","657.96","1 through 10","516.52","941.1","other","Multiple Imaging"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","BLUE CROSS BLUE SHIELD [110001]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","124.27","124.27","124.27","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","FALLON HEALTH [1008]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","512.40","512.40","512.40","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","HARVARD PILGRIM [120001]","HB MEE HARVARD PILGRIM","112.51","","Case rate ($112.51). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","360.03","333.03","891.00","1 through 10","112.51","750.32","other","Multiple Radiology"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","HARVARD PILGRIM ALTERNATE [120002]","HB MEE HARVARD PILGRIM","112.51","","Case rate ($112.51). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","360.03","360.03","360.03","1 through 10","112.51","750.32","other","Multiple Radiology"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","MARTIN'S POINT [160007]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","124.27","124.27","124.27","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","MEDICARE [2001]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","126.29","126.29","266.67","69","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","MGB HEALTH PLAN [150001]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","126.29","126.29","126.29","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","TUFTS HEALTH PLAN [170001]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","124.27","118.07","262.40","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","TUFTS HEALTH PUBLIC PLANS [1013]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","237.58","124.27","237.58","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","both","","","917.00","687.75","UNITED HEALTHCARE [1016]","HB MEE MEDICARE","126.27","","APC Price ($126.27). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","124.27","117.59","261.34","1 through 10","112.51","750.32","other","OPPS APC"
"CT Head W/O Contrast","PX-35000009","CDM","70450","CPT","0351","RC","","","","outpatient","","","917.00","687.75","BLUE CROSS BLUE SHIELD [110001]","HB MEE BLUE CROSS","382.89","","Case rate ($382.89). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","366.94","183.47","382.89","32","306.71","941.1","other","Multiple Imaging"
"CT Max/Facial W&W/O Contrast","PX-35000023","CDM","70488","CPT","0351","RC","","","","outpatient","","","1880.00","1410.00","BLUE CROSS BLUE SHIELD [110001]","HB MEE BLUE CROSS","686.56","","Case rate ($686.56). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 100%, 50 procedures at 0%.","657.96","657.96","657.96","1 through 10","516.52","941.1","other","Multiple Imaging"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","1531.00","1148.25","BLUE CROSS BLUE SHIELD [110001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","508.46","208.03","508.46","1 through 10","201.74","1117.63","other","OPPS APC"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","1531.00","1148.25","FALLON HEALTH [1008]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1550.19","506.40","1550.19","1 through 10","201.74","1117.63","other","OPPS APC"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","1531.00","1148.25","HARVARD PILGRIM [120001]","HB MEE HARVARD PILGRIM","201.74","","Case rate ($201.74). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","645.57","322.79","1936.71","16","201.74","1117.63","other","Multiple Radiology"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","1531.00","1148.25","HARVARD PILGRIM ALTERNATE [120002]","HB MEE HARVARD PILGRIM","201.74","","Case rate ($201.74). The procedures on the claim are sorted highest to lowest by case rate and reimbursed, rounded down to the nearest cent, based on the following tiered percentages: 1 procedures at 269%, 134.5 procedures at 0%.","570.92","570.92","570.92","1 through 10","201.74","1117.63","other","Multiple Radiology"
"CT Max/Facial W/Contrast","PX-35000022","CDM","70487","CPT","0351","RC","","","","both","","","1531.00","1148.25","MEDICARE [2001]","HB MEE MEDICARE","211.39","","APC Price ($211.39). The procedure can be bundled into a composite APC if other services qualifying for that composite APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.382). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","516.73","211.41","939.55","28","201.74","1117.63","other","OPPS APC"
